Map,Safe prob,Delay prob,Number of agents,Number of goals,Instance,Algorithm,Runtime,Calls to EGTSP\TSP,Calls to LowLevel,Number of roots generated,Resolved conflicts
empty-32-32,0.8,0.1,10,20,1,RCbssEff,2.40554,1,1,1,0
empty-32-32,0.8,0.1,10,20,2,RCbssEff,1.42629,1,1,1,0
empty-32-32,0.8,0.1,10,20,3,RCbssEff,1.66993,1,1,1,0
empty-32-32,0.8,0.1,10,20,4,RCbssEff,1.66822,1,1,1,0
empty-32-32,0.8,0.1,10,20,5,RCbssEff,1.26217,1,1,1,0
empty-32-32,0.8,0.1,10,20,6,RCbssEff,11.18473,21,3,2,1
empty-32-32,0.8,0.1,10,20,7,RCbssEff,1.43629,1,1,1,0
empty-32-32,0.8,0.1,10,20,8,RCbssEff,1.41794,1,1,1,0
empty-32-32,0.8,0.1,10,20,9,RCbssEff,1.41557,1,1,1,0
empty-32-32,0.8,0.1,10,20,10,RCbssEff,1.51812,1,1,1,0
empty-32-32,0.8,0.1,10,20,11,RCbssEff,2.03352,1,1,1,0
empty-32-32,0.8,0.1,10,20,12,RCbssEff,1.38323,1,1,1,0
empty-32-32,0.8,0.1,10,20,13,RCbssEff,1.5149,1,1,1,0
empty-32-32,0.8,0.1,10,20,14,RCbssEff,1.27085,1,1,1,0
empty-32-32,0.8,0.1,10,20,15,RCbssEff,1.49572,1,1,1,0
empty-32-32,0.8,0.1,10,20,16,RCbssEff,1.39709,1,1,1,0
empty-32-32,0.8,0.1,10,20,17,RCbssEff,1.25622,1,1,1,0
empty-32-32,0.8,0.1,10,20,18,RCbssEff,1.34945,1,1,1,0
empty-32-32,0.8,0.1,10,20,19,RCbssEff,1.36866,1,1,1,0
empty-32-32,0.8,0.1,10,20,20,RCbssEff,1.86683,1,1,1,0
empty-32-32,0.8,0.1,10,30,1,RCbssEff,2.43616,1,1,1,0
empty-32-32,0.8,0.1,10,30,2,RCbssEff,2.4751,1,1,1,0
empty-32-32,0.8,0.1,10,30,3,RCbssEff,2.55697,1,1,1,0
empty-32-32,0.8,0.1,10,30,4,RCbssEff,2.50454,1,1,1,0
empty-32-32,0.8,0.1,10,30,5,RCbssEff,2.48978,1,1,1,0
empty-32-32,0.8,0.1,10,30,6,RCbssEff,2.35965,1,1,1,0
empty-32-32,0.8,0.1,10,30,7,RCbssEff,2.76152,1,1,1,0
empty-32-32,0.8,0.1,10,30,8,RCbssEff,2.56872,1,1,1,0
empty-32-32,0.8,0.1,10,30,9,RCbssEff,2.50964,1,1,1,0
empty-32-32,0.8,0.1,10,30,10,RCbssEff,2.53014,1,1,1,0
empty-32-32,0.8,0.1,10,30,11,RCbssEff,3.10104,1,1,1,0
empty-32-32,0.8,0.1,10,30,12,RCbssEff,,,,,
empty-32-32,0.8,0.1,10,30,13,RCbssEff,3.17714,1,1,1,0
empty-32-32,0.8,0.1,10,30,14,RCbssEff,2.56903,1,1,1,0
empty-32-32,0.8,0.1,10,30,15,RCbssEff,2.41473,1,1,1,0
empty-32-32,0.8,0.1,10,30,16,RCbssEff,2.51832,1,1,1,0
empty-32-32,0.8,0.1,10,30,17,RCbssEff,2.55291,1,1,1,0
empty-32-32,0.8,0.1,10,30,18,RCbssEff,2.55329,1,1,1,0
empty-32-32,0.8,0.1,10,30,19,RCbssEff,2.50249,1,1,1,0
empty-32-32,0.8,0.1,10,30,20,RCbssEff,2.72527,1,1,1,0
empty-32-32,0.8,0.1,10,40,1,RCbssEff,4.73711,1,1,1,0
empty-32-32,0.8,0.1,10,40,2,RCbssEff,4.46659,1,1,1,0
empty-32-32,0.8,0.1,10,40,3,RCbssEff,4.63845,1,1,1,0
empty-32-32,0.8,0.1,10,40,4,RCbssEff,4.07506,1,1,1,0
empty-32-32,0.8,0.1,10,40,5,RCbssEff,3.61573,1,1,1,0
empty-32-32,0.8,0.1,10,40,6,RCbssEff,4.27899,1,1,1,0
empty-32-32,0.8,0.1,10,40,7,RCbssEff,5.12166,1,1,1,0
empty-32-32,0.8,0.1,10,40,8,RCbssEff,4.24391,1,1,1,0
empty-32-32,0.8,0.1,10,40,9,RCbssEff,4.35728,1,1,1,0
empty-32-32,0.8,0.1,10,40,10,RCbssEff,3.9888,1,1,1,0
empty-32-32,0.8,0.1,10,40,11,RCbssEff,4.0458,1,1,1,0
empty-32-32,0.8,0.1,10,40,12,RCbssEff,4.49426,1,1,1,0
empty-32-32,0.8,0.1,10,40,13,RCbssEff,4.0414,1,1,1,0
empty-32-32,0.8,0.1,10,40,14,RCbssEff,4.18668,1,1,1,0
empty-32-32,0.8,0.1,10,40,15,RCbssEff,3.91126,1,1,1,0
empty-32-32,0.8,0.1,10,40,16,RCbssEff,3.92711,1,1,1,0
empty-32-32,0.8,0.1,10,40,17,RCbssEff,4.1773,1,1,1,0
empty-32-32,0.8,0.1,10,40,18,RCbssEff,4.04072,1,1,1,0
empty-32-32,0.8,0.1,10,40,19,RCbssEff,4.42019,1,1,1,0
empty-32-32,0.8,0.1,10,40,20,RCbssEff,3.98313,1,1,1,0
empty-32-32,0.8,0.1,10,50,1,RCbssEff,6.62326,1,1,1,0
empty-32-32,0.8,0.1,10,50,2,RCbssEff,6.58965,1,1,1,0
empty-32-32,0.8,0.1,10,50,3,RCbssEff,6.15176,1,1,1,0
empty-32-32,0.8,0.1,10,50,4,RCbssEff,5.81118,1,1,1,0
empty-32-32,0.8,0.1,10,50,5,RCbssEff,5.95385,1,1,1,0
empty-32-32,0.8,0.1,10,50,6,RCbssEff,6.03833,1,1,1,0
empty-32-32,0.8,0.1,10,50,7,RCbssEff,6.30831,1,1,1,0
empty-32-32,0.8,0.1,10,50,8,RCbssEff,6.2114,1,1,1,0
empty-32-32,0.8,0.1,10,50,9,RCbssEff,6.34882,1,1,1,0
empty-32-32,0.8,0.1,10,50,10,RCbssEff,5.92472,1,1,1,0
empty-32-32,0.8,0.1,10,50,11,RCbssEff,6.28487,1,1,1,0
empty-32-32,0.8,0.1,10,50,12,RCbssEff,6.2606,1,1,1,0
empty-32-32,0.8,0.1,10,50,13,RCbssEff,6.11353,1,1,1,0
empty-32-32,0.8,0.1,10,50,14,RCbssEff,6.79346,1,1,1,0
empty-32-32,0.8,0.1,10,50,15,RCbssEff,5.64303,1,1,1,0
empty-32-32,0.8,0.1,10,50,16,RCbssEff,5.78744,1,1,1,0
empty-32-32,0.8,0.1,10,50,17,RCbssEff,6.47402,1,1,1,0
empty-32-32,0.8,0.1,10,50,18,RCbssEff,6.19773,1,1,1,0
empty-32-32,0.8,0.1,10,50,19,RCbssEff,6.19393,1,1,1,0
empty-32-32,0.8,0.1,10,50,20,RCbssEff,6.43614,1,1,1,0
empty-32-32,0.8,0.1,10,60,1,RCbssEff,9.17287,1,1,1,0
empty-32-32,0.8,0.1,10,60,2,RCbssEff,7.72895,1,1,1,0
empty-32-32,0.8,0.1,10,60,3,RCbssEff,8.26943,1,1,1,0
empty-32-32,0.8,0.1,10,60,4,RCbssEff,8.67981,1,1,1,0
empty-32-32,0.8,0.1,10,60,5,RCbssEff,8.32324,1,1,1,0
empty-32-32,0.8,0.1,10,60,6,RCbssEff,8.50927,1,1,1,0
empty-32-32,0.8,0.1,10,60,7,RCbssEff,8.61818,1,1,1,0
empty-32-32,0.8,0.1,10,60,8,RCbssEff,8.57342,1,1,1,0
empty-32-32,0.8,0.1,10,60,9,RCbssEff,8.12075,1,1,1,0
empty-32-32,0.8,0.1,10,60,10,RCbssEff,8.87302,1,1,1,0
empty-32-32,0.8,0.1,10,60,11,RCbssEff,7.54371,1,1,1,0
empty-32-32,0.8,0.1,10,60,12,RCbssEff,8.5177,1,1,1,0
empty-32-32,0.8,0.1,10,60,13,RCbssEff,7.86574,1,1,1,0
empty-32-32,0.8,0.1,10,60,14,RCbssEff,8.23908,1,1,1,0
empty-32-32,0.8,0.1,10,60,15,RCbssEff,8.62643,1,1,1,0
empty-32-32,0.8,0.1,10,60,16,RCbssEff,8.89212,1,1,1,0
empty-32-32,0.8,0.1,10,60,17,RCbssEff,8.55004,1,1,1,0
empty-32-32,0.8,0.1,10,60,18,RCbssEff,8.76085,1,1,1,0
empty-32-32,0.8,0.1,10,60,19,RCbssEff,8.54392,1,1,1,0
empty-32-32,0.8,0.1,10,60,20,RCbssEff,8.79062,1,1,1,0
empty-32-32,0.8,0.1,10,80,1,RCbssEff,20.14736,1,1,1,0
empty-32-32,0.8,0.1,10,80,2,RCbssEff,18.36921,1,1,1,0
empty-32-32,0.8,0.1,10,80,3,RCbssEff,18.19203,1,1,1,0
empty-32-32,0.8,0.1,10,80,4,RCbssEff,15.91523,1,1,1,0
empty-32-32,0.8,0.1,10,80,5,RCbssEff,15.19594,1,1,1,0
empty-32-32,0.8,0.1,10,80,6,RCbssEff,15.05412,1,1,1,0
empty-32-32,0.8,0.1,10,80,7,RCbssEff,14.78618,1,1,1,0
empty-32-32,0.8,0.1,10,80,8,RCbssEff,14.59247,1,1,1,0
empty-32-32,0.8,0.1,10,80,9,RCbssEff,13.92576,1,1,1,0
empty-32-32,0.8,0.1,10,80,10,RCbssEff,15.11647,1,1,1,0
empty-32-32,0.8,0.1,10,80,11,RCbssEff,14.48234,1,1,1,0
empty-32-32,0.8,0.1,10,80,12,RCbssEff,14.82281,1,1,1,0
empty-32-32,0.8,0.1,10,80,13,RCbssEff,15.48092,1,1,1,0
empty-32-32,0.8,0.1,10,80,14,RCbssEff,15.6154,1,1,1,0
empty-32-32,0.8,0.1,10,80,15,RCbssEff,15.3565,1,1,1,0
empty-32-32,0.8,0.1,10,80,16,RCbssEff,14.81243,1,1,1,0
empty-32-32,0.8,0.1,10,80,17,RCbssEff,14.92249,1,1,1,0
empty-32-32,0.8,0.1,10,80,18,RCbssEff,15.4293,1,1,1,0
empty-32-32,0.8,0.1,10,80,19,RCbssEff,14.30646,1,1,1,0
empty-32-32,0.8,0.1,10,80,20,RCbssEff,14.52995,1,1,1,0
empty-32-32,0.8,0.1,10,100,1,RCbssEff,22.97194,1,1,1,0
empty-32-32,0.8,0.1,10,100,2,RCbssEff,21.24626,1,1,1,0
empty-32-32,0.8,0.1,10,100,3,RCbssEff,21.9945,1,1,1,0
empty-32-32,0.8,0.1,10,100,4,RCbssEff,21.64366,1,1,1,0
empty-32-32,0.8,0.1,10,100,5,RCbssEff,21.38863,1,1,1,0
empty-32-32,0.8,0.1,10,100,6,RCbssEff,22.39608,1,1,1,0
empty-32-32,0.8,0.1,10,100,7,RCbssEff,22.3117,1,1,1,0
empty-32-32,0.8,0.1,10,100,8,RCbssEff,23.32496,1,1,1,0
empty-32-32,0.8,0.1,10,100,9,RCbssEff,22.97602,1,1,1,0
empty-32-32,0.8,0.1,10,100,10,RCbssEff,22.77148,1,1,1,0
empty-32-32,0.8,0.1,10,100,11,RCbssEff,22.79999,1,1,1,0
empty-32-32,0.8,0.1,10,100,12,RCbssEff,22.99628,1,1,1,0
empty-32-32,0.8,0.1,10,100,13,RCbssEff,22.88122,1,1,1,0
empty-32-32,0.8,0.1,10,100,14,RCbssEff,24.39943,1,1,1,0
empty-32-32,0.8,0.1,10,100,15,RCbssEff,23.18373,1,1,1,0
empty-32-32,0.8,0.1,10,100,16,RCbssEff,23.40655,1,1,1,0
empty-32-32,0.8,0.1,10,100,17,RCbssEff,23.00482,1,1,1,0
empty-32-32,0.8,0.1,10,100,18,RCbssEff,23.49643,1,1,1,0
empty-32-32,0.8,0.1,10,100,19,RCbssEff,23.06485,1,1,1,0
empty-32-32,0.8,0.1,10,100,20,RCbssEff,22.42108,1,1,1,0
empty-32-32,0.8,0.1,15,20,1,RCbssEff,1.74579,1,1,1,0
empty-32-32,0.8,0.1,15,20,2,RCbssEff,1.55425,1,1,1,0
empty-32-32,0.8,0.1,15,20,3,RCbssEff,1.90652,1,1,1,0
empty-32-32,0.8,0.1,15,20,4,RCbssEff,2.77243,1,1,1,0
empty-32-32,0.8,0.1,15,20,5,RCbssEff,2.67634,1,1,1,0
empty-32-32,0.8,0.1,15,20,6,RCbssEff,3.70207,1,1,1,0
empty-32-32,0.8,0.1,15,20,7,RCbssEff,1.52279,1,1,1,0
empty-32-32,0.8,0.1,15,20,8,RCbssEff,3.77165,1,1,1,0
empty-32-32,0.8,0.1,15,20,9,RCbssEff,4.0577,1,1,1,0
empty-32-32,0.8,0.1,15,20,10,RCbssEff,27.1859,21,6,2,2
empty-32-32,0.8,0.1,15,20,11,RCbssEff,1.72986,1,1,1,0
empty-32-32,0.8,0.1,15,20,12,RCbssEff,1.56862,1,1,1,0
empty-32-32,0.8,0.1,15,20,13,RCbssEff,1.5784,1,1,1,0
empty-32-32,0.8,0.1,15,20,14,RCbssEff,1.45234,1,1,1,0
empty-32-32,0.8,0.1,15,20,15,RCbssEff,1.45628,1,1,1,0
empty-32-32,0.8,0.1,15,20,16,RCbssEff,1.5609,1,1,1,0
empty-32-32,0.8,0.1,15,20,17,RCbssEff,1.66418,1,1,1,0
empty-32-32,0.8,0.1,15,20,18,RCbssEff,1.52534,1,1,1,0
empty-32-32,0.8,0.1,15,20,19,RCbssEff,1.69468,1,1,1,0
empty-32-32,0.8,0.1,15,20,20,RCbssEff,1.69701,1,1,1,0
empty-32-32,0.8,0.1,15,30,1,RCbssEff,2.62337,1,1,1,0
empty-32-32,0.8,0.1,15,30,2,RCbssEff,2.94436,1,1,1,0
empty-32-32,0.8,0.1,15,30,3,RCbssEff,2.84497,1,1,1,0
empty-32-32,0.8,0.1,15,30,4,RCbssEff,3.02099,1,1,1,0
empty-32-32,0.8,0.1,15,30,5,RCbssEff,2.9221,1,1,1,0
empty-32-32,0.8,0.1,15,30,6,RCbssEff,36.3845,31,3,2,1
empty-32-32,0.8,0.1,15,30,7,RCbssEff,5.18675,1,1,1,0
empty-32-32,0.8,0.1,15,30,8,RCbssEff,4.3088,1,1,1,0
empty-32-32,0.8,0.1,15,30,9,RCbssEff,3.2046,1,1,1,0
empty-32-32,0.8,0.1,15,30,10,RCbssEff,44.2023,31,6,2,2
empty-32-32,0.8,0.1,15,30,11,RCbssEff,2.5561,1,1,1,0
empty-32-32,0.8,0.1,15,30,12,RCbssEff,3.15686,1,1,1,0
empty-32-32,0.8,0.1,15,30,13,RCbssEff,2.93164,1,1,1,0
empty-32-32,0.8,0.1,15,30,14,RCbssEff,2.78792,1,1,1,0
empty-32-32,0.8,0.1,15,30,15,RCbssEff,2.58982,1,1,1,0
empty-32-32,0.8,0.1,15,30,16,RCbssEff,2.5957,1,1,1,0
empty-32-32,0.8,0.1,15,30,17,RCbssEff,2.54902,1,1,1,0
empty-32-32,0.8,0.1,15,30,18,RCbssEff,2.62594,1,1,1,0
empty-32-32,0.8,0.1,15,30,19,RCbssEff,2.91532,1,1,1,0
empty-32-32,0.8,0.1,15,30,20,RCbssEff,2.95797,1,1,1,0
empty-32-32,0.8,0.1,15,40,1,RCbssEff,4.42513,1,1,1,0
empty-32-32,0.8,0.1,15,40,2,RCbssEff,4.64042,1,1,1,0
empty-32-32,0.8,0.1,15,40,3,RCbssEff,4.6242,1,1,1,0
empty-32-32,0.8,0.1,15,40,4,RCbssEff,4.75373,1,1,1,0
empty-32-32,0.8,0.1,15,40,5,RCbssEff,4.19807,1,1,1,0
empty-32-32,0.8,0.1,15,40,6,RCbssEff,4.08909,1,1,1,0
empty-32-32,0.8,0.1,15,40,7,RCbssEff,4.86016,1,1,1,0
empty-32-32,0.8,0.1,15,40,8,RCbssEff,4.50327,1,1,1,0
empty-32-32,0.8,0.1,15,40,9,RCbssEff,4.22101,1,1,1,0
empty-32-32,0.8,0.1,15,40,10,RCbssEff,,,,,
empty-32-32,0.8,0.1,15,40,11,RCbssEff,4.18571,1,1,1,0
empty-32-32,0.8,0.1,15,40,12,RCbssEff,4.13164,1,1,1,0
empty-32-32,0.8,0.1,15,40,13,RCbssEff,4.36548,1,1,1,0
empty-32-32,0.8,0.1,15,40,14,RCbssEff,4.37518,1,1,1,0
empty-32-32,0.8,0.1,15,40,15,RCbssEff,4.06978,1,1,1,0
empty-32-32,0.8,0.1,15,40,16,RCbssEff,4.66472,1,1,1,0
empty-32-32,0.8,0.1,15,40,17,RCbssEff,4.51569,1,1,1,0
empty-32-32,0.8,0.1,15,40,18,RCbssEff,4.31419,1,1,1,0
empty-32-32,0.8,0.1,15,40,19,RCbssEff,4.42337,1,1,1,0
empty-32-32,0.8,0.1,15,40,20,RCbssEff,4.22635,1,1,1,0
empty-32-32,0.8,0.1,15,50,1,RCbssEff,6.26193,1,1,1,0
empty-32-32,0.8,0.1,15,50,2,RCbssEff,6.30157,1,1,1,0
empty-32-32,0.8,0.1,15,50,3,RCbssEff,7.15501,1,1,1,0
empty-32-32,0.8,0.1,15,50,4,RCbssEff,6.35866,1,1,1,0
empty-32-32,0.8,0.1,15,50,5,RCbssEff,6.55571,1,1,1,0
empty-32-32,0.8,0.1,15,50,6,RCbssEff,7.66488,1,1,1,0
empty-32-32,0.8,0.1,15,50,7,RCbssEff,6.6876,1,1,1,0
empty-32-32,0.8,0.1,15,50,8,RCbssEff,5.9414,1,1,1,0
empty-32-32,0.8,0.1,15,50,9,RCbssEff,6.74083,1,1,1,0
empty-32-32,0.8,0.1,15,50,10,RCbssEff,6.03755,1,1,1,0
empty-32-32,0.8,0.1,15,50,11,RCbssEff,6.64837,1,1,1,0
empty-32-32,0.8,0.1,15,50,12,RCbssEff,5.68559,1,1,1,0
empty-32-32,0.8,0.1,15,50,13,RCbssEff,5.88411,1,1,1,0
empty-32-32,0.8,0.1,15,50,14,RCbssEff,6.75683,1,1,1,0
empty-32-32,0.8,0.1,15,50,15,RCbssEff,6.65237,1,1,1,0
empty-32-32,0.8,0.1,15,50,16,RCbssEff,6.69954,1,1,1,0
empty-32-32,0.8,0.1,15,50,17,RCbssEff,6.50894,1,1,1,0
empty-32-32,0.8,0.1,15,50,18,RCbssEff,6.41543,1,1,1,0
empty-32-32,0.8,0.1,15,50,19,RCbssEff,6.81149,1,1,1,0
empty-32-32,0.8,0.1,15,50,20,RCbssEff,6.01896,1,1,1,0
empty-32-32,0.8,0.1,15,60,1,RCbssEff,8.55878,1,1,1,0
empty-32-32,0.8,0.1,15,60,2,RCbssEff,9.04947,1,1,1,0
empty-32-32,0.8,0.1,15,60,3,RCbssEff,8.53058,1,1,1,0
empty-32-32,0.8,0.1,15,60,4,RCbssEff,8.75779,1,1,1,0
empty-32-32,0.8,0.1,15,60,5,RCbssEff,9.24524,1,1,1,0
empty-32-32,0.8,0.1,15,60,6,RCbssEff,8.69076,1,1,1,0
empty-32-32,0.8,0.1,15,60,7,RCbssEff,9.10921,1,1,1,0
empty-32-32,0.8,0.1,15,60,8,RCbssEff,13.95579,1,1,1,0
empty-32-32,0.8,0.1,15,60,9,RCbssEff,8.4186,1,1,1,0
empty-32-32,0.8,0.1,15,60,10,RCbssEff,8.89195,1,1,1,0
empty-32-32,0.8,0.1,15,60,11,RCbssEff,10.31951,1,1,1,0
empty-32-32,0.8,0.1,15,60,12,RCbssEff,8.27594,1,1,1,0
empty-32-32,0.8,0.1,15,60,13,RCbssEff,8.16309,1,1,1,0
empty-32-32,0.8,0.1,15,60,14,RCbssEff,12.9528,1,1,1,0
empty-32-32,0.8,0.1,15,60,15,RCbssEff,10.93541,1,1,1,0
empty-32-32,0.8,0.1,15,60,16,RCbssEff,8.86971,1,1,1,0
empty-32-32,0.8,0.1,15,60,17,RCbssEff,8.28906,1,1,1,0
empty-32-32,0.8,0.1,15,60,18,RCbssEff,9.1632,1,1,1,0
empty-32-32,0.8,0.1,15,60,19,RCbssEff,8.52395,1,1,1,0
empty-32-32,0.8,0.1,15,60,20,RCbssEff,8.41212,1,1,1,0
empty-32-32,0.8,0.1,15,80,1,RCbssEff,15.08991,1,1,1,0
empty-32-32,0.8,0.1,15,80,2,RCbssEff,15.9113,1,1,1,0
empty-32-32,0.8,0.1,15,80,3,RCbssEff,14.35341,1,1,1,0
empty-32-32,0.8,0.1,15,80,4,RCbssEff,18.15454,1,1,1,0
empty-32-32,0.8,0.1,15,80,5,RCbssEff,15.40506,1,1,1,0
empty-32-32,0.8,0.1,15,80,6,RCbssEff,16.4827,1,1,1,0
empty-32-32,0.8,0.1,15,80,7,RCbssEff,15.308,1,1,1,0
empty-32-32,0.8,0.1,15,80,8,RCbssEff,13.37822,1,1,1,0
empty-32-32,0.8,0.1,15,80,9,RCbssEff,14.14058,1,1,1,0
empty-32-32,0.8,0.1,15,80,10,RCbssEff,14.06326,1,1,1,0
empty-32-32,0.8,0.1,15,80,11,RCbssEff,13.65022,1,1,1,0
empty-32-32,0.8,0.1,15,80,12,RCbssEff,15.52168,1,1,1,0
empty-32-32,0.8,0.1,15,80,13,RCbssEff,15.55988,1,1,1,0
empty-32-32,0.8,0.1,15,80,14,RCbssEff,15.59113,1,1,1,0
empty-32-32,0.8,0.1,15,80,15,RCbssEff,15.47571,1,1,1,0
empty-32-32,0.8,0.1,15,80,16,RCbssEff,15.60297,1,1,1,0
empty-32-32,0.8,0.1,15,80,17,RCbssEff,14.9092,1,1,1,0
empty-32-32,0.8,0.1,15,80,18,RCbssEff,15.22019,1,1,1,0
empty-32-32,0.8,0.1,15,80,19,RCbssEff,14.7165,1,1,1,0
empty-32-32,0.8,0.1,15,80,20,RCbssEff,14.63502,1,1,1,0
empty-32-32,0.8,0.1,15,100,1,RCbssEff,23.49744,1,1,1,0
empty-32-32,0.8,0.1,15,100,2,RCbssEff,22.16653,1,1,1,0
empty-32-32,0.8,0.1,15,100,3,RCbssEff,23.33574,1,1,1,0
empty-32-32,0.8,0.1,15,100,4,RCbssEff,24.12155,1,1,1,0
empty-32-32,0.8,0.1,15,100,5,RCbssEff,24.39313,1,1,1,0
empty-32-32,0.8,0.1,15,100,6,RCbssEff,24.47992,1,1,1,0
empty-32-32,0.8,0.1,15,100,7,RCbssEff,23.02663,1,1,1,0
empty-32-32,0.8,0.1,15,100,8,RCbssEff,24.38671,1,1,1,0
empty-32-32,0.8,0.1,15,100,9,RCbssEff,23.53694,1,1,1,0
empty-32-32,0.8,0.1,15,100,10,RCbssEff,24.31888,1,1,1,0
empty-32-32,0.8,0.1,15,100,11,RCbssEff,21.90576,1,1,1,0
empty-32-32,0.8,0.1,15,100,12,RCbssEff,21.11451,1,1,1,0
empty-32-32,0.8,0.1,15,100,13,RCbssEff,23.82745,1,1,1,0
empty-32-32,0.8,0.1,15,100,14,RCbssEff,24.55666,1,1,1,0
empty-32-32,0.8,0.1,15,100,15,RCbssEff,22.84741,1,1,1,0
empty-32-32,0.8,0.1,15,100,16,RCbssEff,22.72168,1,1,1,0
empty-32-32,0.8,0.1,15,100,17,RCbssEff,24.17604,1,1,1,0
empty-32-32,0.8,0.1,15,100,18,RCbssEff,24.32432,1,1,1,0
empty-32-32,0.8,0.1,15,100,19,RCbssEff,23.68323,1,1,1,0
empty-32-32,0.8,0.1,15,100,20,RCbssEff,20.90112,1,1,1,0
empty-32-32,0.8,0.1,20,20,1,RCbssEff,1.79129,1,1,1,0
empty-32-32,0.8,0.1,20,20,2,RCbssEff,1.58247,1,1,1,0
empty-32-32,0.8,0.1,20,20,3,RCbssEff,1.7043,1,1,1,0
empty-32-32,0.8,0.1,20,20,4,RCbssEff,16.11233,21,3,2,1
empty-32-32,0.8,0.1,20,20,5,RCbssEff,1.5779,1,1,1,0
empty-32-32,0.8,0.1,20,20,6,RCbssEff,2.14694,1,1,1,0
empty-32-32,0.8,0.1,20,20,7,RCbssEff,1.67216,1,1,1,0
empty-32-32,0.8,0.1,20,20,8,RCbssEff,1.59075,1,1,1,0
empty-32-32,0.8,0.1,20,20,9,RCbssEff,1.74252,1,1,1,0
empty-32-32,0.8,0.1,20,20,10,RCbssEff,1.71748,1,1,1,0
empty-32-32,0.8,0.1,20,20,11,RCbssEff,1.71098,1,1,1,0
empty-32-32,0.8,0.1,20,20,12,RCbssEff,1.58451,1,1,1,0
empty-32-32,0.8,0.1,20,20,13,RCbssEff,1.722,1,1,1,0
empty-32-32,0.8,0.1,20,20,14,RCbssEff,1.65687,1,1,1,0
empty-32-32,0.8,0.1,20,20,15,RCbssEff,1.54687,1,1,1,0
empty-32-32,0.8,0.1,20,20,16,RCbssEff,1.80953,1,1,1,0
empty-32-32,0.8,0.1,20,20,17,RCbssEff,1.62876,1,1,1,0
empty-32-32,0.8,0.1,20,20,18,RCbssEff,2.23939,1,1,1,0
empty-32-32,0.8,0.1,20,20,19,RCbssEff,1.65779,1,1,1,0
empty-32-32,0.8,0.1,20,20,20,RCbssEff,1.76041,1,1,1,0
empty-32-32,0.8,0.1,20,30,1,RCbssEff,3.07831,1,1,1,0
empty-32-32,0.8,0.1,20,30,2,RCbssEff,2.80334,1,1,1,0
empty-32-32,0.8,0.1,20,30,3,RCbssEff,3.08736,1,1,1,0
empty-32-32,0.8,0.1,20,30,4,RCbssEff,3.18946,1,1,1,0
empty-32-32,0.8,0.1,20,30,5,RCbssEff,2.91137,1,1,1,0
empty-32-32,0.8,0.1,20,30,6,RCbssEff,3.0875,1,1,1,0
empty-32-32,0.8,0.1,20,30,7,RCbssEff,3.06845,1,1,1,0
empty-32-32,0.8,0.1,20,30,8,RCbssEff,2.90309,1,1,1,0
empty-32-32,0.8,0.1,20,30,9,RCbssEff,2.83606,1,1,1,0
empty-32-32,0.8,0.1,20,30,10,RCbssEff,2.86509,1,1,1,0
empty-32-32,0.8,0.1,20,30,11,RCbssEff,3.64757,1,1,1,0
empty-32-32,0.8,0.1,20,30,12,RCbssEff,3.01566,1,1,1,0
empty-32-32,0.8,0.1,20,30,13,RCbssEff,2.68502,1,1,1,0
empty-32-32,0.8,0.1,20,30,14,RCbssEff,2.818,1,1,1,0
empty-32-32,0.8,0.1,20,30,15,RCbssEff,2.66971,1,1,1,0
empty-32-32,0.8,0.1,20,30,16,RCbssEff,2.74933,1,1,1,0
empty-32-32,0.8,0.1,20,30,17,RCbssEff,2.86453,1,1,1,0
empty-32-32,0.8,0.1,20,30,18,RCbssEff,2.83043,1,1,1,0
empty-32-32,0.8,0.1,20,30,19,RCbssEff,2.62933,1,1,1,0
empty-32-32,0.8,0.1,20,30,20,RCbssEff,2.90425,1,1,1,0
empty-32-32,0.8,0.1,20,40,1,RCbssEff,4.72636,1,1,1,0
empty-32-32,0.8,0.1,20,40,2,RCbssEff,4.58589,1,1,1,0
empty-32-32,0.8,0.1,20,40,3,RCbssEff,4.78721,1,1,1,0
empty-32-32,0.8,0.1,20,40,4,RCbssEff,,,,,
empty-32-32,0.8,0.1,20,40,5,RCbssEff,4.22939,1,1,1,0
empty-32-32,0.8,0.1,20,40,6,RCbssEff,4.65738,1,1,1,0
empty-32-32,0.8,0.1,20,40,7,RCbssEff,5.27855,1,1,1,0
empty-32-32,0.8,0.1,20,40,8,RCbssEff,4.60802,1,1,1,0
empty-32-32,0.8,0.1,20,40,9,RCbssEff,4.51436,1,1,1,0
empty-32-32,0.8,0.1,20,40,10,RCbssEff,4.76157,1,1,1,0
empty-32-32,0.8,0.1,20,40,11,RCbssEff,4.47737,1,1,1,0
empty-32-32,0.8,0.1,20,40,12,RCbssEff,,,,,
empty-32-32,0.8,0.1,20,40,13,RCbssEff,4.61243,1,1,1,0
empty-32-32,0.8,0.1,20,40,14,RCbssEff,4.34855,1,1,1,0
empty-32-32,0.8,0.1,20,40,15,RCbssEff,,,,,
empty-32-32,0.8,0.1,20,40,16,RCbssEff,4.71768,1,1,1,0
empty-32-32,0.8,0.1,20,40,17,RCbssEff,4.58097,1,1,1,0
empty-32-32,0.8,0.1,20,40,18,RCbssEff,4.61491,1,1,1,0
empty-32-32,0.8,0.1,20,40,19,RCbssEff,4.63512,1,1,1,0
empty-32-32,0.8,0.1,20,40,20,RCbssEff,4.69242,1,1,1,0
