Map,Safe prob,Delay prob,Number of agents,Number of goals,Instance,Algorithm,Runtime,Calls to EGTSP\TSP,Calls to LowLevel,Number of roots generated,Resolved conflicts
room-32-32-4,0.95,0.1,25,30,1,RCbssEff,39.79424,31,3,2,1
room-32-32-4,0.95,0.1,25,30,2,RCbssEff,2.3019,1,1,1,0
room-32-32-4,0.95,0.1,25,30,3,RCbssEff,2.19747,1,1,1,0
room-32-32-4,0.95,0.1,25,30,4,RCbssEff,2.48496,1,1,1,0
room-32-32-4,0.95,0.1,25,30,5,RCbssEff,2.42554,1,1,1,0
room-32-32-4,0.95,0.1,25,30,6,RCbssEff,2.66094,1,1,1,0
room-32-32-4,0.95,0.1,25,30,7,RCbssEff,41.25283,31,4,2,1
room-32-32-4,0.95,0.1,25,30,8,RCbssEff,2.4417,1,1,1,0
room-32-32-4,0.95,0.1,25,30,9,RCbssEff,2.5836,1,1,1,0
room-32-32-4,0.95,0.1,25,30,10,RCbssEff,2.34155,1,1,1,0
room-32-32-4,0.95,0.1,25,30,11,RCbssEff,2.71354,1,1,1,0
room-32-32-4,0.95,0.1,25,30,12,RCbssEff,2.41337,1,1,1,0
room-32-32-4,0.95,0.1,25,30,13,RCbssEff,2.45439,1,1,1,0
room-32-32-4,0.95,0.1,25,30,14,RCbssEff,2.89291,1,1,1,0
room-32-32-4,0.95,0.1,25,30,15,RCbssEff,2.43572,1,1,1,0
room-32-32-4,0.95,0.1,25,30,16,RCbssEff,2.53517,1,1,1,0
room-32-32-4,0.95,0.1,25,30,17,RCbssEff,2.78778,1,1,1,0
room-32-32-4,0.95,0.1,25,30,18,RCbssEff,2.39576,1,1,1,0
room-32-32-4,0.95,0.1,25,30,19,RCbssEff,2.55053,1,1,1,0
room-32-32-4,0.95,0.1,25,30,20,RCbssEff,2.56256,1,1,1,0
room-32-32-4,0.95,0.1,25,40,1,RCbssEff,3.59741,1,1,1,0
room-32-32-4,0.95,0.1,25,40,2,RCbssEff,3.51566,1,1,1,0
room-32-32-4,0.95,0.1,25,40,3,RCbssEff,3.53988,1,1,1,0
room-32-32-4,0.95,0.1,25,40,4,RCbssEff,3.70324,1,1,1,0
room-32-32-4,0.95,0.1,25,40,5,RCbssEff,3.58532,1,1,1,0
room-32-32-4,0.95,0.1,25,40,6,RCbssEff,4.3826,1,1,1,0
room-32-32-4,0.95,0.1,25,40,7,RCbssEff,,,,,
room-32-32-4,0.95,0.1,25,40,8,RCbssEff,3.50885,1,1,1,0
room-32-32-4,0.95,0.1,25,40,9,RCbssEff,4.43702,1,1,1,0
room-32-32-4,0.95,0.1,25,40,10,RCbssEff,3.24411,1,1,1,0
room-32-32-4,0.95,0.1,25,40,11,RCbssEff,4.44082,1,1,1,0
room-32-32-4,0.95,0.1,25,40,12,RCbssEff,3.72621,1,1,1,0
room-32-32-4,0.95,0.1,25,40,13,RCbssEff,4.13982,1,1,1,0
room-32-32-4,0.95,0.1,25,40,14,RCbssEff,3.56576,1,1,1,0
room-32-32-4,0.95,0.1,25,40,15,RCbssEff,3.84363,1,1,1,0
room-32-32-4,0.95,0.1,25,40,16,RCbssEff,4.04374,1,1,1,0
room-32-32-4,0.95,0.1,25,40,17,RCbssEff,3.59368,1,1,1,0
room-32-32-4,0.95,0.1,25,40,18,RCbssEff,3.38184,1,1,1,0
room-32-32-4,0.95,0.1,25,40,19,RCbssEff,3.63845,1,1,1,0
room-32-32-4,0.95,0.1,25,40,20,RCbssEff,3.81754,1,1,1,0
room-32-32-4,0.95,0.1,25,50,1,RCbssEff,5.30549,1,1,1,0
room-32-32-4,0.95,0.1,25,50,2,RCbssEff,5.52412,1,1,1,0
room-32-32-4,0.95,0.1,25,50,3,RCbssEff,5.34047,1,1,1,0
room-32-32-4,0.95,0.1,25,50,4,RCbssEff,5.39981,1,1,1,0
room-32-32-4,0.95,0.1,25,50,5,RCbssEff,5.25686,1,1,1,0
room-32-32-4,0.95,0.1,25,50,6,RCbssEff,5.5737,1,1,1,0
room-32-32-4,0.95,0.1,25,50,7,RCbssEff,5.34644,1,1,1,0
room-32-32-4,0.95,0.1,25,50,8,RCbssEff,5.87864,1,1,1,0
room-32-32-4,0.95,0.1,25,50,9,RCbssEff,5.43109,1,1,1,0
room-32-32-4,0.95,0.1,25,50,10,RCbssEff,4.77025,1,1,1,0
room-32-32-4,0.95,0.1,25,50,11,RCbssEff,6.08758,1,1,1,0
room-32-32-4,0.95,0.1,25,50,12,RCbssEff,5.55463,1,1,1,0
room-32-32-4,0.95,0.1,25,50,13,RCbssEff,5.31092,1,1,1,0
room-32-32-4,0.95,0.1,25,50,14,RCbssEff,5.28186,1,1,1,0
room-32-32-4,0.95,0.1,25,50,15,RCbssEff,,,,,
room-32-32-4,0.95,0.1,25,50,16,RCbssEff,5.46559,1,1,1,0
room-32-32-4,0.95,0.1,25,50,17,RCbssEff,5.05217,1,1,1,0
room-32-32-4,0.95,0.1,25,50,18,RCbssEff,5.03979,1,1,1,0
room-32-32-4,0.95,0.1,25,50,19,RCbssEff,5.46476,1,1,1,0
room-32-32-4,0.95,0.1,25,50,20,RCbssEff,6.01669,1,1,1,0
room-32-32-4,0.95,0.1,25,60,1,RCbssEff,,,,,
room-32-32-4,0.95,0.1,25,60,2,RCbssEff,9.43699,1,1,1,0
room-32-32-4,0.95,0.1,25,60,3,RCbssEff,8.02032,1,1,1,0
room-32-32-4,0.95,0.1,25,60,4,RCbssEff,7.39191,1,1,1,0
room-32-32-4,0.95,0.1,25,60,5,RCbssEff,7.93923,1,1,1,0
room-32-32-4,0.95,0.1,25,60,6,RCbssEff,7.26038,1,1,1,0
room-32-32-4,0.95,0.1,25,60,7,RCbssEff,7.85603,1,2,1,1
room-32-32-4,0.95,0.1,25,60,8,RCbssEff,7.71137,1,1,1,0
room-32-32-4,0.95,0.1,25,60,9,RCbssEff,7.72923,1,1,1,0
room-32-32-4,0.95,0.1,25,60,10,RCbssEff,7.58015,1,1,1,0
room-32-32-4,0.95,0.1,25,60,11,RCbssEff,7.77634,1,1,1,0
room-32-32-4,0.95,0.1,25,60,12,RCbssEff,9.59084,1,1,1,0
room-32-32-4,0.95,0.1,25,60,13,RCbssEff,6.68667,1,1,1,0
room-32-32-4,0.95,0.1,25,60,14,RCbssEff,6.93643,1,1,1,0
room-32-32-4,0.95,0.1,25,60,15,RCbssEff,,,,,
room-32-32-4,0.95,0.1,25,60,16,RCbssEff,,,,,
room-32-32-4,0.95,0.1,25,60,17,RCbssEff,7.10077,1,1,1,0
room-32-32-4,0.95,0.1,25,60,18,RCbssEff,7.52327,1,1,1,0
room-32-32-4,0.95,0.1,25,60,19,RCbssEff,6.77614,1,1,1,0
room-32-32-4,0.95,0.1,25,60,20,RCbssEff,7.72967,1,1,1,0
room-32-32-4,0.95,0.1,25,80,1,RCbssEff,12.52276,1,1,1,0
room-32-32-4,0.95,0.1,25,80,2,RCbssEff,13.17252,1,1,1,0
room-32-32-4,0.95,0.1,25,80,3,RCbssEff,14.08223,1,1,1,0
room-32-32-4,0.95,0.1,25,80,4,RCbssEff,13.69256,1,1,1,0
room-32-32-4,0.95,0.1,25,80,5,RCbssEff,14.18474,1,1,1,0
room-32-32-4,0.95,0.1,25,80,6,RCbssEff,14.35117,1,1,1,0
room-32-32-4,0.95,0.1,25,80,7,RCbssEff,,,,,
room-32-32-4,0.95,0.1,25,80,8,RCbssEff,14.0951,1,1,1,0
room-32-32-4,0.95,0.1,25,80,9,RCbssEff,15.49525,1,1,1,0
room-32-32-4,0.95,0.1,25,80,10,RCbssEff,12.91058,1,1,1,0
room-32-32-4,0.95,0.1,25,80,11,RCbssEff,,,,,
room-32-32-4,0.95,0.1,25,80,12,RCbssEff,13.36258,1,1,1,0
room-32-32-4,0.95,0.1,25,80,13,RCbssEff,,,,,
room-32-32-4,0.95,0.1,25,80,14,RCbssEff,13.32006,1,1,1,0
room-32-32-4,0.95,0.1,25,80,15,RCbssEff,,,,,
room-32-32-4,0.95,0.1,25,80,16,RCbssEff,,,,,
room-32-32-4,0.95,0.1,25,80,17,RCbssEff,13.77825,1,1,1,0
room-32-32-4,0.95,0.1,25,80,18,RCbssEff,12.87758,1,1,1,0
room-32-32-4,0.95,0.1,25,80,19,RCbssEff,14.16025,1,1,1,0
room-32-32-4,0.95,0.1,25,80,20,RCbssEff,14.83528,1,1,1,0
room-32-32-4,0.95,0.1,25,100,1,RCbssEff,20.92625,1,1,1,0
room-32-32-4,0.95,0.1,25,100,2,RCbssEff,19.5796,1,1,1,0
room-32-32-4,0.95,0.1,25,100,3,RCbssEff,21.09072,1,1,1,0
room-32-32-4,0.95,0.1,25,100,4,RCbssEff,,,,,
room-32-32-4,0.95,0.1,25,100,5,RCbssEff,21.09332,1,1,1,0
room-32-32-4,0.95,0.1,25,100,6,RCbssEff,23.2772,1,1,1,0
room-32-32-4,0.95,0.1,25,100,7,RCbssEff,,,,,
room-32-32-4,0.95,0.1,25,100,8,RCbssEff,20.58136,1,1,1,0
room-32-32-4,0.95,0.1,25,100,9,RCbssEff,20.87353,1,1,1,0
room-32-32-4,0.95,0.1,25,100,10,RCbssEff,20.72748,1,1,1,0
room-32-32-4,0.95,0.1,25,100,11,RCbssEff,,,,,
room-32-32-4,0.95,0.1,25,100,12,RCbssEff,22.19184,1,1,1,0
room-32-32-4,0.95,0.1,25,100,13,RCbssEff,,,,,
room-32-32-4,0.95,0.1,25,100,14,RCbssEff,20.65487,1,1,1,0
room-32-32-4,0.95,0.1,25,100,15,RCbssEff,,,,,
room-32-32-4,0.95,0.1,25,100,16,RCbssEff,20.77026,1,1,1,0
room-32-32-4,0.95,0.1,25,100,17,RCbssEff,19.51813,1,1,1,0
room-32-32-4,0.95,0.1,25,100,18,RCbssEff,19.9849,1,1,1,0
room-32-32-4,0.95,0.1,25,100,19,RCbssEff,19.76882,1,1,1,0
room-32-32-4,0.95,0.1,25,100,20,RCbssEff,22.24017,1,1,1,0
room-32-32-4,0.95,0.1,30,20,1,RCbssEff,5.78342,1,1,1,0
room-32-32-4,0.95,0.1,30,20,2,RCbssEff,6.96068,1,1,1,0
room-32-32-4,0.95,0.1,30,20,3,RCbssEff,3.40138,1,1,1,0
room-32-32-4,0.95,0.1,30,20,4,RCbssEff,1.71292,1,1,1,0
room-32-32-4,0.95,0.1,30,20,5,RCbssEff,18.21198,21,3,2,1
room-32-32-4,0.95,0.1,30,20,6,RCbssEff,22.50627,21,3,2,1
room-32-32-4,0.95,0.1,30,20,7,RCbssEff,1.40696,1,1,1,0
room-32-32-4,0.95,0.1,30,20,8,RCbssEff,1.47024,1,1,1,0
room-32-32-4,0.95,0.1,30,20,9,RCbssEff,1.6975,1,1,1,0
room-32-32-4,0.95,0.1,30,20,10,RCbssEff,1.63207,1,1,1,0
room-32-32-4,0.95,0.1,30,20,11,RCbssEff,48.60068,50,22,4,9
room-32-32-4,0.95,0.1,30,20,12,RCbssEff,4.50242,1,1,1,0
room-32-32-4,0.95,0.1,30,20,13,RCbssEff,4.40407,1,1,1,0
room-32-32-4,0.95,0.1,30,20,14,RCbssEff,4.17567,1,1,1,0
room-32-32-4,0.95,0.1,30,20,15,RCbssEff,4.17498,1,1,1,0
room-32-32-4,0.95,0.1,30,20,16,RCbssEff,4.24128,1,1,1,0
room-32-32-4,0.95,0.1,30,20,17,RCbssEff,4.14745,1,1,1,0
room-32-32-4,0.95,0.1,30,20,18,RCbssEff,2.61713,1,1,1,0
room-32-32-4,0.95,0.1,30,20,19,RCbssEff,1.62305,1,1,1,0
room-32-32-4,0.95,0.1,30,20,20,RCbssEff,1.80333,1,1,1,0
room-32-32-4,0.95,0.1,30,30,1,RCbssEff,2.53675,1,1,1,0
room-32-32-4,0.95,0.1,30,30,2,RCbssEff,2.76356,1,1,1,0
room-32-32-4,0.95,0.1,30,30,3,RCbssEff,2.59428,1,1,1,0
room-32-32-4,0.95,0.1,30,30,4,RCbssEff,,,,,
room-32-32-4,0.95,0.1,30,30,5,RCbssEff,2.98339,1,1,1,0
room-32-32-4,0.95,0.1,30,30,6,RCbssEff,,,,,
room-32-32-4,0.95,0.1,30,30,7,RCbssEff,3.45545,1,1,1,0
room-32-32-4,0.95,0.1,30,30,8,RCbssEff,2.75721,1,1,1,0
room-32-32-4,0.95,0.1,30,30,9,RCbssEff,2.91243,1,1,1,0
room-32-32-4,0.95,0.1,30,30,10,RCbssEff,2.41982,1,1,1,0
room-32-32-4,0.95,0.1,30,30,11,RCbssEff,,,,,
room-32-32-4,0.95,0.1,30,30,12,RCbssEff,2.70542,1,1,1,0
room-32-32-4,0.95,0.1,30,30,13,RCbssEff,2.64738,1,1,1,0
room-32-32-4,0.95,0.1,30,30,14,RCbssEff,2.69335,1,1,1,0
room-32-32-4,0.95,0.1,30,30,15,RCbssEff,2.36797,1,1,1,0
room-32-32-4,0.95,0.1,30,30,16,RCbssEff,2.9193,1,1,1,0
room-32-32-4,0.95,0.1,30,30,17,RCbssEff,2.45056,1,1,1,0
room-32-32-4,0.95,0.1,30,30,18,RCbssEff,2.48306,1,1,1,0
room-32-32-4,0.95,0.1,30,30,19,RCbssEff,2.51755,1,1,1,0
room-32-32-4,0.95,0.1,30,30,20,RCbssEff,3.176,1,1,1,0
room-32-32-4,0.95,0.1,30,40,1,RCbssEff,4.02257,1,1,1,0
room-32-32-4,0.95,0.1,30,40,2,RCbssEff,4.11015,1,1,1,0
room-32-32-4,0.95,0.1,30,40,3,RCbssEff,4.14141,1,1,1,0
room-32-32-4,0.95,0.1,30,40,4,RCbssEff,,,,,
room-32-32-4,0.95,0.1,30,40,5,RCbssEff,3.9166,1,1,1,0
room-32-32-4,0.95,0.1,30,40,6,RCbssEff,,,,,
room-32-32-4,0.95,0.1,30,40,7,RCbssEff,,,,,
room-32-32-4,0.95,0.1,30,40,8,RCbssEff,4.25227,1,1,1,0
room-32-32-4,0.95,0.1,30,40,9,RCbssEff,4.22792,1,1,1,0
room-32-32-4,0.95,0.1,30,40,10,RCbssEff,4.06043,1,1,1,0
room-32-32-4,0.95,0.1,30,40,11,RCbssEff,,,,,
room-32-32-4,0.95,0.1,30,40,12,RCbssEff,3.84375,1,1,1,0
room-32-32-4,0.95,0.1,30,40,13,RCbssEff,,,,,
room-32-32-4,0.95,0.1,30,40,14,RCbssEff,3.80284,1,1,1,0
room-32-32-4,0.95,0.1,30,40,15,RCbssEff,,,,,
room-32-32-4,0.95,0.1,30,40,16,RCbssEff,4.14676,1,1,1,0
room-32-32-4,0.95,0.1,30,40,17,RCbssEff,3.98492,1,1,1,0
room-32-32-4,0.95,0.1,30,40,18,RCbssEff,3.49419,1,1,1,0
room-32-32-4,0.95,0.1,30,40,19,RCbssEff,3.8802,1,1,1,0
room-32-32-4,0.95,0.1,30,40,20,RCbssEff,3.95386,1,1,1,0
room-32-32-4,0.95,0.1,30,50,1,RCbssEff,5.2916,1,1,1,0
room-32-32-4,0.95,0.1,30,50,2,RCbssEff,5.63235,1,1,1,0
room-32-32-4,0.95,0.1,30,50,3,RCbssEff,5.6514,1,1,1,0
room-32-32-4,0.95,0.1,30,50,4,RCbssEff,,,,,
room-32-32-4,0.95,0.1,30,50,5,RCbssEff,5.75507,1,1,1,0
room-32-32-4,0.95,0.1,30,50,6,RCbssEff,5.87338,1,1,1,0
room-32-32-4,0.95,0.1,30,50,7,RCbssEff,5.21303,1,1,1,0
room-32-32-4,0.95,0.1,30,50,8,RCbssEff,5.78395,1,1,1,0
room-32-32-4,0.95,0.1,30,50,9,RCbssEff,6.04627,1,1,1,0
room-32-32-4,0.95,0.1,30,50,10,RCbssEff,6.68557,1,1,1,0
room-32-32-4,0.95,0.1,30,50,11,RCbssEff,5.21236,1,1,1,0
room-32-32-4,0.95,0.1,30,50,12,RCbssEff,6.66958,1,1,1,0
room-32-32-4,0.95,0.1,30,50,13,RCbssEff,,,,,
room-32-32-4,0.95,0.1,30,50,14,RCbssEff,7.73226,1,1,1,0
room-32-32-4,0.95,0.1,30,50,15,RCbssEff,,,,,
room-32-32-4,0.95,0.1,30,50,16,RCbssEff,5.75998,1,1,1,0
room-32-32-4,0.95,0.1,30,50,17,RCbssEff,,,,,
room-32-32-4,0.95,0.1,30,50,18,RCbssEff,5.82237,1,1,1,0
room-32-32-4,0.95,0.1,30,50,19,RCbssEff,5.48659,1,1,1,0
room-32-32-4,0.95,0.1,30,50,20,RCbssEff,5.80635,1,1,1,0
room-32-32-4,0.95,0.1,30,60,1,RCbssEff,6.91738,1,1,1,0
room-32-32-4,0.95,0.1,30,60,2,RCbssEff,7.73233,1,1,1,0
room-32-32-4,0.95,0.1,30,60,3,RCbssEff,8.71971,1,1,1,0
room-32-32-4,0.95,0.1,30,60,4,RCbssEff,,,,,
room-32-32-4,0.95,0.1,30,60,5,RCbssEff,8.6489,1,1,1,0
room-32-32-4,0.95,0.1,30,60,6,RCbssEff,7.39621,1,1,1,0
room-32-32-4,0.95,0.1,30,60,7,RCbssEff,,,,,
room-32-32-4,0.95,0.1,30,60,8,RCbssEff,8.01659,1,1,1,0
room-32-32-4,0.95,0.1,30,60,9,RCbssEff,8.61914,1,1,1,0
room-32-32-4,0.95,0.1,30,60,10,RCbssEff,7.11694,1,1,1,0
room-32-32-4,0.95,0.1,30,60,11,RCbssEff,8.31973,1,1,1,0
room-32-32-4,0.95,0.1,30,60,12,RCbssEff,8.16494,1,1,1,0
room-32-32-4,0.95,0.1,30,60,13,RCbssEff,,,,,
room-32-32-4,0.95,0.1,30,60,14,RCbssEff,8.73913,1,1,1,0
room-32-32-4,0.95,0.1,30,60,15,RCbssEff,,,,,
room-32-32-4,0.95,0.1,30,60,16,RCbssEff,7.71884,1,1,1,0
room-32-32-4,0.95,0.1,30,60,17,RCbssEff,,,,,
room-32-32-4,0.95,0.1,30,60,18,RCbssEff,7.74465,1,1,1,0
room-32-32-4,0.95,0.1,30,60,19,RCbssEff,7.43134,1,1,1,0
room-32-32-4,0.95,0.1,30,60,20,RCbssEff,8.41582,1,1,1,0
room-32-32-4,0.95,0.1,30,80,1,RCbssEff,,,,,
room-32-32-4,0.95,0.1,30,80,2,RCbssEff,13.19162,1,1,1,0
room-32-32-4,0.95,0.1,30,80,3,RCbssEff,14.56049,1,1,1,0
room-32-32-4,0.95,0.1,30,80,4,RCbssEff,,,,,
room-32-32-4,0.95,0.1,30,80,5,RCbssEff,,,,,
room-32-32-4,0.95,0.1,30,80,6,RCbssEff,,,,,
room-32-32-4,0.95,0.1,30,80,7,RCbssEff,15.94383,1,1,1,0
room-32-32-4,0.95,0.1,30,80,8,RCbssEff,17.33312,1,1,1,0
room-32-32-4,0.95,0.1,30,80,9,RCbssEff,14.94936,1,1,1,0
room-32-32-4,0.95,0.1,30,80,10,RCbssEff,12.23733,1,1,1,0
room-32-32-4,0.95,0.1,30,80,11,RCbssEff,,,,,
room-32-32-4,0.95,0.1,30,80,12,RCbssEff,16.24535,1,1,1,0
room-32-32-4,0.95,0.1,30,80,13,RCbssEff,,,,,
room-32-32-4,0.95,0.1,30,80,14,RCbssEff,13.96035,1,1,1,0
room-32-32-4,0.95,0.1,30,80,15,RCbssEff,,,,,
room-32-32-4,0.95,0.1,30,80,16,RCbssEff,13.33407,1,1,1,0
room-32-32-4,0.95,0.1,30,80,17,RCbssEff,13.24244,1,1,1,0
room-32-32-4,0.95,0.1,30,80,18,RCbssEff,13.38239,1,1,1,0
room-32-32-4,0.95,0.1,30,80,19,RCbssEff,13.45504,1,1,1,0
room-32-32-4,0.95,0.1,30,80,20,RCbssEff,14.24786,1,1,1,0
room-32-32-4,0.95,0.1,30,100,1,RCbssEff,,,,,
room-32-32-4,0.95,0.1,30,100,2,RCbssEff,23.38447,1,1,1,0
room-32-32-4,0.95,0.1,30,100,3,RCbssEff,22.18664,1,1,1,0
room-32-32-4,0.95,0.1,30,100,4,RCbssEff,,,,,
room-32-32-4,0.95,0.1,30,100,5,RCbssEff,21.67722,1,1,1,0
room-32-32-4,0.95,0.1,30,100,6,RCbssEff,,,,,
room-32-32-4,0.95,0.1,30,100,7,RCbssEff,,,,,
room-32-32-4,0.95,0.1,30,100,8,RCbssEff,25.03898,1,1,1,0
room-32-32-4,0.95,0.1,30,100,9,RCbssEff,19.95418,1,1,1,0
room-32-32-4,0.95,0.1,30,100,10,RCbssEff,20.08586,1,1,1,0
room-32-32-4,0.95,0.1,30,100,11,RCbssEff,19.22912,1,1,1,0
room-32-32-4,0.95,0.1,30,100,12,RCbssEff,20.73961,1,1,1,0
room-32-32-4,0.95,0.1,30,100,13,RCbssEff,,,,,
room-32-32-4,0.95,0.1,30,100,14,RCbssEff,21.56134,1,1,1,0
room-32-32-4,0.95,0.1,30,100,15,RCbssEff,,,,,
room-32-32-4,0.95,0.1,30,100,16,RCbssEff,23.24302,1,1,1,0
room-32-32-4,0.95,0.1,30,100,17,RCbssEff,19.03192,1,1,1,0
room-32-32-4,0.95,0.1,30,100,18,RCbssEff,22.04842,1,1,1,0
room-32-32-4,0.95,0.1,30,100,19,RCbssEff,21.46121,1,1,1,0
room-32-32-4,0.95,0.1,30,100,20,RCbssEff,21.85079,1,1,1,0
room-32-32-4,0.95,0.1,40,20,1,RCbssEff,1.97809,1,1,1,0
room-32-32-4,0.95,0.1,40,20,2,RCbssEff,1.78335,1,1,1,0
room-32-32-4,0.95,0.1,40,20,3,RCbssEff,2.08191,1,1,1,0
room-32-32-4,0.95,0.1,40,20,4,RCbssEff,,,,,
room-32-32-4,0.95,0.1,40,20,5,RCbssEff,1.98585,1,1,1,0
room-32-32-4,0.95,0.1,40,20,6,RCbssEff,30.42056,29,5,3,2
room-32-32-4,0.95,0.1,40,20,7,RCbssEff,1.93082,1,1,1,0
room-32-32-4,0.95,0.1,40,20,8,RCbssEff,1.98604,1,1,1,0
room-32-32-4,0.95,0.1,40,20,9,RCbssEff,,,,,
room-32-32-4,0.95,0.1,40,20,10,RCbssEff,,,,,
room-32-32-4,0.95,0.1,40,20,11,RCbssEff,1.89443,1,1,1,0
room-32-32-4,0.95,0.1,40,20,12,RCbssEff,2.25457,1,1,1,0
room-32-32-4,0.95,0.1,40,20,13,RCbssEff,24.22831,21,3,2,1
room-32-32-4,0.95,0.1,40,20,14,RCbssEff,2.21859,1,1,1,0
room-32-32-4,0.95,0.1,40,20,15,RCbssEff,1.82629,1,1,1,0
room-32-32-4,0.95,0.1,40,20,16,RCbssEff,2.06531,1,1,1,0
room-32-32-4,0.95,0.1,40,20,17,RCbssEff,1.84676,1,1,1,0
room-32-32-4,0.95,0.1,40,20,18,RCbssEff,1.8655,1,1,1,0
room-32-32-4,0.95,0.1,40,20,19,RCbssEff,2.93481,1,1,1,0
room-32-32-4,0.95,0.1,40,20,20,RCbssEff,2.33588,1,1,1,0
room-32-32-4,0.95,0.1,40,30,1,RCbssEff,3.31561,1,1,1,0
room-32-32-4,0.95,0.1,40,30,2,RCbssEff,3.12546,1,1,1,0
room-32-32-4,0.95,0.1,40,30,3,RCbssEff,,,,,
room-32-32-4,0.95,0.1,40,30,4,RCbssEff,,,,,
room-32-32-4,0.95,0.1,40,30,5,RCbssEff,2.80166,1,1,1,0
room-32-32-4,0.95,0.1,40,30,6,RCbssEff,,,,,
room-32-32-4,0.95,0.1,40,30,7,RCbssEff,2.91129,1,1,1,0
room-32-32-4,0.95,0.1,40,30,8,RCbssEff,3.12784,1,1,1,0
room-32-32-4,0.95,0.1,40,30,9,RCbssEff,,,,,
room-32-32-4,0.95,0.1,40,30,10,RCbssEff,,,,,
room-32-32-4,0.95,0.1,40,30,11,RCbssEff,57.68356,31,3,2,1
room-32-32-4,0.95,0.1,40,30,12,RCbssEff,3.36778,1,1,1,0
room-32-32-4,0.95,0.1,40,30,13,RCbssEff,3.1411,1,1,1,0
room-32-32-4,0.95,0.1,40,30,14,RCbssEff,3.35939,1,1,1,0
room-32-32-4,0.95,0.1,40,30,15,RCbssEff,3.72069,1,1,1,0
room-32-32-4,0.95,0.1,40,30,16,RCbssEff,3.55294,1,1,1,0
room-32-32-4,0.95,0.1,40,30,17,RCbssEff,2.96124,1,1,1,0
room-32-32-4,0.95,0.1,40,30,18,RCbssEff,3.24505,1,1,1,0
room-32-32-4,0.95,0.1,40,30,19,RCbssEff,3.28519,1,1,1,0
room-32-32-4,0.95,0.1,40,30,20,RCbssEff,3.39927,1,1,1,0
room-32-32-4,0.95,0.1,40,40,1,RCbssEff,4.50355,1,1,1,0
room-32-32-4,0.95,0.1,40,40,2,RCbssEff,4.67048,1,1,1,0
room-32-32-4,0.95,0.1,40,40,3,RCbssEff,4.31608,1,1,1,0
room-32-32-4,0.95,0.1,40,40,4,RCbssEff,,,,,
room-32-32-4,0.95,0.1,40,40,5,RCbssEff,4.12701,1,1,1,0
room-32-32-4,0.95,0.1,40,40,6,RCbssEff,,,,,
room-32-32-4,0.95,0.1,40,40,7,RCbssEff,4.89226,1,1,1,0
room-32-32-4,0.95,0.1,40,40,8,RCbssEff,5.66403,1,1,1,0
room-32-32-4,0.95,0.1,40,40,9,RCbssEff,,,,,
room-32-32-4,0.95,0.1,40,40,10,RCbssEff,,,,,
room-32-32-4,0.95,0.1,40,40,11,RCbssEff,4.77039,1,1,1,0
room-32-32-4,0.95,0.1,40,40,12,RCbssEff,4.62794,1,1,1,0
room-32-32-4,0.95,0.1,40,40,13,RCbssEff,4.35495,1,1,1,0
room-32-32-4,0.95,0.1,40,40,14,RCbssEff,4.66195,1,1,1,0
room-32-32-4,0.95,0.1,40,40,15,RCbssEff,4.35039,1,1,1,0
room-32-32-4,0.95,0.1,40,40,16,RCbssEff,5.24746,1,1,1,0
room-32-32-4,0.95,0.1,40,40,17,RCbssEff,4.22842,1,1,1,0
room-32-32-4,0.95,0.1,40,40,18,RCbssEff,4.34743,1,1,1,0
room-32-32-4,0.95,0.1,40,40,19,RCbssEff,4.60774,1,1,1,0
room-32-32-4,0.95,0.1,40,40,20,RCbssEff,5.10272,1,1,1,0
room-32-32-4,0.95,0.1,40,50,1,RCbssEff,6.59778,1,1,1,0
room-32-32-4,0.95,0.1,40,50,2,RCbssEff,6.62968,1,1,1,0
room-32-32-4,0.95,0.1,40,50,3,RCbssEff,,,,,
room-32-32-4,0.95,0.1,40,50,4,RCbssEff,,,,,
room-32-32-4,0.95,0.1,40,50,5,RCbssEff,6.25785,1,1,1,0
room-32-32-4,0.95,0.1,40,50,6,RCbssEff,,,,,
room-32-32-4,0.95,0.1,40,50,7,RCbssEff,6.45803,1,1,1,0
room-32-32-4,0.95,0.1,40,50,8,RCbssEff,,,,,
room-32-32-4,0.95,0.1,40,50,9,RCbssEff,,,,,
room-32-32-4,0.95,0.1,40,50,10,RCbssEff,,,,,
room-32-32-4,0.95,0.1,40,50,11,RCbssEff,6.4209,1,1,1,0
room-32-32-4,0.95,0.1,40,50,12,RCbssEff,7.86048,1,1,1,0
room-32-32-4,0.95,0.1,40,50,13,RCbssEff,6.10034,1,1,1,0
room-32-32-4,0.95,0.1,40,50,14,RCbssEff,,,,,
room-32-32-4,0.95,0.1,40,50,15,RCbssEff,,,,,
room-32-32-4,0.95,0.1,40,50,16,RCbssEff,,,,,
room-32-32-4,0.95,0.1,40,50,17,RCbssEff,,,,,
room-32-32-4,0.95,0.1,40,50,18,RCbssEff,6.08829,1,1,1,0
room-32-32-4,0.95,0.1,40,50,19,RCbssEff,6.13895,1,1,1,0
room-32-32-4,0.95,0.1,40,50,20,RCbssEff,6.84454,1,1,1,0
room-32-32-4,0.95,0.1,40,60,1,RCbssEff,7.95801,1,1,1,0
room-32-32-4,0.95,0.1,40,60,2,RCbssEff,9.23301,1,1,1,0
room-32-32-4,0.95,0.1,40,60,3,RCbssEff,9.13062,1,1,1,0
room-32-32-4,0.95,0.1,40,60,4,RCbssEff,,,,,
