Map,Safe prob,Delay prob,Number of agents,Number of goals,Instance,Algorithm,Runtime,Planner calls,Sum Of Cost
den312d,0.8,0.1,15,20,15,IRC,2.75316,1,310
den312d,0.8,0.1,15,20,16,RCbssEff,2.7802,1,230
den312d,0.8,0.1,15,20,16,IDP,2.78123,1,230
den312d,0.8,0.1,15,20,16,IRC,2.79601,1,262
den312d,0.8,0.1,15,20,17,RCbssEff,2.73847,1,236
den312d,0.8,0.1,15,20,17,IDP,2.76658,1,236
den312d,0.8,0.1,15,20,17,IRC,2.67294,1,263
den312d,0.8,0.1,15,20,18,RCbssEff,2.79424,1,227
den312d,0.8,0.1,15,20,18,IDP,2.75628,1,227
den312d,0.8,0.1,15,20,18,IRC,2.75517,1,250
den312d,0.8,0.1,15,20,19,RCbssEff,2.98634,1,224
den312d,0.8,0.1,15,20,19,IDP,2.95856,1,224
den312d,0.8,0.1,15,20,19,IRC,2.95826,1,258
den312d,0.8,0.1,15,20,20,RCbssEff,2.67121,1,224
den312d,0.8,0.1,15,20,20,IDP,2.70343,1,224
den312d,0.8,0.1,15,20,20,IRC,3.72128,1,267
den312d,0.8,0.1,20,20,1,RCbssEff,3.94088,1,212
den312d,0.8,0.1,20,20,1,IDP,3.2846,1,212
den312d,0.8,0.1,20,20,1,IRC,2.98953,1,248
den312d,0.8,0.1,20,20,2,RCbssEff,3.11286,1,225
den312d,0.8,0.1,20,20,2,IDP,3.0208,1,225
den312d,0.8,0.1,20,20,2,IRC,3.06862,1,252
den312d,0.8,0.1,20,20,3,RCbssEff,2.78347,1,199
den312d,0.8,0.1,20,20,3,IDP,2.9175,1,199
den312d,0.8,0.1,20,20,3,IRC,2.86019,1,217
den312d,0.8,0.1,20,20,4,RCbssEff,3.15109,1,218
den312d,0.8,0.1,20,20,4,IDP,3.1172,1,218
den312d,0.8,0.1,20,20,4,IRC,3.12687,1,252
den312d,0.8,0.1,20,20,5,RCbssEff,3.07522,1,189
den312d,0.8,0.1,20,20,5,IDP,3.07471,1,189
den312d,0.8,0.1,20,20,5,IRC,3.0685,1,221
den312d,0.8,0.1,20,20,6,RCbssEff,3.04731,1,259
den312d,0.8,0.1,20,20,6,IDP,3.04071,1,259
den312d,0.8,0.1,20,20,6,IRC,3.00842,1,294
den312d,0.8,0.1,20,20,7,RCbssEff,2.91339,1,228
den312d,0.8,0.1,20,20,7,IDP,2.89133,1,228
den312d,0.8,0.1,20,20,7,IRC,2.88057,1,270
den312d,0.8,0.1,20,20,8,RCbssEff,3.11041,1,265
den312d,0.8,0.1,20,20,8,IDP,3.09271,1,265
den312d,0.8,0.1,20,20,8,IRC,3.11015,1,310
den312d,0.8,0.1,20,20,9,RCbssEff,2.81062,1,221
den312d,0.8,0.1,20,20,9,IDP,2.8185,1,221
den312d,0.8,0.1,20,20,9,IRC,2.71648,1,251
den312d,0.8,0.1,20,20,10,RCbssEff,2.87477,1,219
den312d,0.8,0.1,20,20,10,IDP,2.89359,1,219
den312d,0.8,0.1,20,20,10,IRC,2.89767,1,246
den312d,0.8,0.1,20,20,11,RCbssEff,3.04743,1,232
den312d,0.8,0.1,20,20,11,IDP,3.07032,1,232
den312d,0.8,0.1,20,20,11,IRC,2.9984,1,261
den312d,0.8,0.1,20,20,12,RCbssEff,3.15428,1,208
den312d,0.8,0.1,20,20,12,IDP,3.10123,1,208
den312d,0.8,0.1,20,20,12,IRC,3.14178,1,231
den312d,0.8,0.1,20,20,13,RCbssEff,2.99937,1,201
den312d,0.8,0.1,20,20,13,IDP,2.94886,1,201
den312d,0.8,0.1,20,20,13,IRC,3.0125,1,217
den312d,0.8,0.1,20,20,14,RCbssEff,3.20358,1,191
den312d,0.8,0.1,20,20,14,IDP,3.1768,1,191
den312d,0.8,0.1,20,20,14,IRC,3.2,1,212
den312d,0.8,0.1,20,20,15,RCbssEff,2.96543,1,252
den312d,0.8,0.1,20,20,15,IDP,2.91737,1,252
den312d,0.8,0.1,20,20,15,IRC,2.9703,1,280
den312d,0.8,0.1,20,20,16,RCbssEff,2.97604,1,210
den312d,0.8,0.1,20,20,16,IDP,2.98818,1,210
den312d,0.8,0.1,20,20,16,IRC,2.98403,1,236
den312d,0.8,0.1,20,20,17,RCbssEff,3.11848,1,229
den312d,0.8,0.1,20,20,17,IDP,3.14872,1,229
den312d,0.8,0.1,20,20,17,IRC,3.12932,1,251
den312d,0.8,0.1,20,20,18,RCbssEff,2.86376,1,205
den312d,0.8,0.1,20,20,18,IDP,2.79957,1,205
den312d,0.8,0.1,20,20,18,IRC,2.87772,1,226
den312d,0.8,0.1,20,20,19,RCbssEff,3.09504,1,203
den312d,0.8,0.1,20,20,19,IDP,3.11048,1,203
den312d,0.8,0.1,20,20,19,IRC,3.03911,1,233
den312d,0.8,0.1,20,20,20,RCbssEff,2.8353,1,213
den312d,0.8,0.1,20,20,20,IDP,2.80789,1,213
den312d,0.8,0.1,20,20,20,IRC,2.8269,1,250
den312d,0.8,0.1,5,50,1,RCbssEff,9.78738,1,515
den312d,0.8,0.1,5,50,1,IDP,9.65877,1,515
den312d,0.8,0.1,5,50,1,IRC,9.41449,1,581
den312d,0.8,0.1,5,50,2,RCbssEff,8.86228,1,525
den312d,0.8,0.1,5,50,2,IDP,8.86125,1,525
den312d,0.8,0.1,5,50,2,IRC,8.70604,1,575
den312d,0.8,0.1,5,50,3,RCbssEff,9.33966,1,567
den312d,0.8,0.1,5,50,3,IDP,9.23974,1,567
den312d,0.8,0.1,5,50,3,IRC,9.02868,1,641
den312d,0.8,0.1,5,50,4,RCbssEff,9.0282,1,592
den312d,0.8,0.1,5,50,4,IDP,9.03418,1,592
den312d,0.8,0.1,5,50,4,IRC,8.93822,1,664
den312d,0.8,0.1,5,50,5,RCbssEff,9.23964,1,568
den312d,0.8,0.1,5,50,5,IDP,9.20599,1,568
den312d,0.8,0.1,5,50,5,IRC,9.22772,1,627
den312d,0.8,0.1,5,50,6,RCbssEff,9.54896,1,532
den312d,0.8,0.1,5,50,6,IDP,9.5371,1,532
den312d,0.8,0.1,5,50,6,IRC,9.43529,1,573
den312d,0.8,0.1,5,50,7,RCbssEff,9.52354,1,593
den312d,0.8,0.1,5,50,7,IDP,9.49276,1,593
den312d,0.8,0.1,5,50,7,IRC,9.30869,1,668
den312d,0.8,0.1,5,50,8,RCbssEff,10.11263,1,615
den312d,0.8,0.1,5,50,8,IDP,10.17793,1,615
den312d,0.8,0.1,5,50,8,IRC,9.89332,1,716
den312d,0.8,0.1,5,50,9,RCbssEff,9.82592,1,608
den312d,0.8,0.1,5,50,9,IDP,9.59662,1,608
den312d,0.8,0.1,5,50,9,IRC,12.12273,1,693
den312d,0.8,0.1,5,50,10,RCbssEff,9.56308,1,537
den312d,0.8,0.1,5,50,10,IDP,10.60196,1,537
den312d,0.8,0.1,5,50,10,IRC,9.39917,1,597
den312d,0.8,0.1,5,50,11,RCbssEff,10.05447,1,664
den312d,0.8,0.1,5,50,11,IDP,10.04259,1,664
den312d,0.8,0.1,5,50,11,IRC,9.94108,1,760
den312d,0.8,0.1,5,50,12,RCbssEff,9.96732,1,615
den312d,0.8,0.1,5,50,12,IDP,9.67763,1,615
den312d,0.8,0.1,5,50,12,IRC,9.52679,1,675
den312d,0.8,0.1,5,50,13,RCbssEff,9.84081,1,565
den312d,0.8,0.1,5,50,13,IDP,9.7759,1,565
den312d,0.8,0.1,5,50,13,IRC,9.81375,1,637
den312d,0.8,0.1,5,50,14,RCbssEff,9.47691,1,612
den312d,0.8,0.1,5,50,14,IDP,9.44643,1,612
den312d,0.8,0.1,5,50,14,IRC,9.19248,1,683
den312d,0.8,0.1,5,50,15,RCbssEff,9.86154,1,626
den312d,0.8,0.1,5,50,15,IDP,10.06589,1,626
den312d,0.8,0.1,5,50,15,IRC,9.57521,1,680
den312d,0.8,0.1,5,50,16,RCbssEff,9.86889,1,663
den312d,0.8,0.1,5,50,16,IDP,9.69635,1,663
den312d,0.8,0.1,5,50,16,IRC,9.6084,1,766
den312d,0.8,0.1,5,50,17,RCbssEff,9.48216,1,593
den312d,0.8,0.1,5,50,17,IDP,9.58176,1,593
den312d,0.8,0.1,5,50,17,IRC,9.37378,1,657
den312d,0.8,0.1,5,50,18,RCbssEff,9.79156,1,549
den312d,0.8,0.1,5,50,18,IDP,10.1536,1,549
den312d,0.8,0.1,5,50,18,IRC,9.55064,1,632
den312d,0.8,0.1,5,50,19,RCbssEff,9.79557,1,590
den312d,0.8,0.1,5,50,19,IDP,9.72317,1,590
den312d,0.8,0.1,5,50,19,IRC,9.54547,1,661
den312d,0.8,0.1,5,50,20,RCbssEff,9.44033,1,524
den312d,0.8,0.1,5,50,20,IDP,11.20504,1,524
den312d,0.8,0.1,5,50,20,IRC,9.68552,1,577
den312d,0.8,0.1,15,50,1,RCbssEff,23.37606,2,432
den312d,0.8,0.1,15,50,1,IDP,21.55309,2,432
den312d,0.8,0.1,15,50,1,IRC,21.3504,2,479
den312d,0.8,0.1,15,50,2,RCbssEff,10.5554,1,427
den312d,0.8,0.1,15,50,2,IDP,10.50877,1,427
den312d,0.8,0.1,15,50,2,IRC,10.41393,1,484
den312d,0.8,0.1,15,50,3,RCbssEff,,,
den312d,0.8,0.1,15,50,3,IDP,,,
den312d,0.8,0.1,15,50,3,IRC,21.40038,2,550
den312d,0.8,0.1,15,50,4,RCbssEff,10.52628,1,480
den312d,0.8,0.1,15,50,4,IDP,10.6194,1,480
den312d,0.8,0.1,15,50,4,IRC,10.47836,1,526
den312d,0.8,0.1,15,50,5,RCbssEff,10.46208,1,465
den312d,0.8,0.1,15,50,5,IDP,10.60593,1,465
den312d,0.8,0.1,15,50,5,IRC,10.98624,1,517
den312d,0.8,0.1,15,50,6,RCbssEff,10.69126,1,420
den312d,0.8,0.1,15,50,6,IDP,10.0814,1,420
den312d,0.8,0.1,15,50,6,IRC,10.23709,1,460
den312d,0.8,0.1,15,50,7,RCbssEff,10.90827,1,484
den312d,0.8,0.1,15,50,7,IDP,10.86407,1,484
den312d,0.8,0.1,15,50,7,IRC,10.81932,1,558
den312d,0.8,0.1,15,50,8,RCbssEff,10.62307,1,487
den312d,0.8,0.1,15,50,8,IDP,10.52373,1,487
den312d,0.8,0.1,15,50,8,IRC,12.01237,1,564
den312d,0.8,0.1,15,50,9,RCbssEff,10.17629,1,462
den312d,0.8,0.1,15,50,9,IDP,11.01526,1,462
den312d,0.8,0.1,15,50,9,IRC,10.05789,1,529
den312d,0.8,0.1,15,50,10,RCbssEff,10.54222,1,421
den312d,0.8,0.1,15,50,10,IDP,10.53373,1,421
den312d,0.8,0.1,15,50,10,IRC,10.35917,1,477
den312d,0.8,0.1,15,50,11,RCbssEff,10.23965,1,522
den312d,0.8,0.1,15,50,11,IDP,10.07988,1,522
den312d,0.8,0.1,15,50,11,IRC,10.06821,1,594
den312d,0.8,0.1,15,50,12,RCbssEff,10.92458,1,516
den312d,0.8,0.1,15,50,12,IDP,10.89365,1,516
den312d,0.8,0.1,15,50,12,IRC,10.7027,1,596
den312d,0.8,0.1,15,50,13,RCbssEff,10.77258,1,482
den312d,0.8,0.1,15,50,13,IDP,10.76816,1,482
den312d,0.8,0.1,15,50,13,IRC,10.61878,1,534
den312d,0.8,0.1,15,50,14,RCbssEff,10.21232,1,506
den312d,0.8,0.1,15,50,14,IDP,10.23968,1,506
den312d,0.8,0.1,15,50,14,IRC,10.00989,1,560
den312d,0.8,0.1,15,50,15,RCbssEff,10.78442,1,529
den312d,0.8,0.1,15,50,15,IDP,10.83811,1,529
den312d,0.8,0.1,15,50,15,IRC,10.71736,1,571
den312d,0.8,0.1,15,50,16,RCbssEff,10.16757,1,498
den312d,0.8,0.1,15,50,16,IDP,10.08734,1,498
den312d,0.8,0.1,15,50,16,IRC,10.05221,1,586
den312d,0.8,0.1,15,50,17,RCbssEff,10.59544,1,425
den312d,0.8,0.1,15,50,17,IDP,11.12183,1,425
den312d,0.8,0.1,15,50,17,IRC,11.2582,1,471
den312d,0.8,0.1,15,50,18,RCbssEff,10.1231,1,426
den312d,0.8,0.1,15,50,18,IDP,10.18966,1,426
den312d,0.8,0.1,15,50,18,IRC,10.16632,1,498
den312d,0.8,0.1,15,50,19,RCbssEff,10.19959,1,447
den312d,0.8,0.1,15,50,19,IDP,10.26138,1,447
den312d,0.8,0.1,15,50,19,IRC,10.2836,1,505
den312d,0.8,0.1,15,50,20,RCbssEff,10.1488,1,431
den312d,0.8,0.1,15,50,20,IDP,10.21568,1,431
den312d,0.8,0.1,15,50,20,IRC,10.06718,1,490
den312d,0.8,0.1,20,50,1,RCbssEff,,,
den312d,0.8,0.1,20,50,1,IDP,,,
den312d,0.8,0.1,20,50,1,IRC,11.21424,1,464
den312d,0.8,0.1,20,50,2,RCbssEff,10.32719,1,405
den312d,0.8,0.1,20,50,2,IDP,10.31082,1,405
den312d,0.8,0.1,20,50,2,IRC,10.35783,1,462
den312d,0.8,0.1,20,50,3,RCbssEff,11.09784,1,465
den312d,0.8,0.1,20,50,3,IDP,11.13608,1,465
den312d,0.8,0.1,20,50,3,IRC,11.02854,1,535
den312d,0.8,0.1,20,50,4,RCbssEff,10.56965,1,454
den312d,0.8,0.1,20,50,4,IDP,10.53005,1,454
den312d,0.8,0.1,20,50,4,IRC,10.36445,1,507
den312d,0.8,0.1,20,50,5,RCbssEff,10.86042,1,447
den312d,0.8,0.1,20,50,5,IDP,11.45811,1,447
den312d,0.8,0.1,20,50,5,IRC,10.87786,1,494
den312d,0.8,0.1,20,50,6,RCbssEff,10.71761,1,397
den312d,0.8,0.1,20,50,6,IDP,10.72858,1,397
den312d,0.8,0.1,20,50,6,IRC,10.77452,1,433
den312d,0.8,0.1,20,50,7,RCbssEff,10.81982,1,429
den312d,0.8,0.1,20,50,7,IDP,10.91335,1,429
den312d,0.8,0.1,20,50,7,IRC,12.46534,1,493
den312d,0.8,0.1,20,50,8,RCbssEff,10.52022,1,460
den312d,0.8,0.1,20,50,8,IDP,10.71082,1,460
den312d,0.8,0.1,20,50,8,IRC,10.64868,1,530
den312d,0.8,0.1,20,50,9,RCbssEff,11.52175,1,438
den312d,0.8,0.1,20,50,9,IDP,11.50482,1,438
den312d,0.8,0.1,20,50,9,IRC,11.38898,1,505
den312d,0.8,0.1,20,50,10,RCbssEff,12.57853,1,395
den312d,0.8,0.1,20,50,10,IDP,12.07506,1,395
den312d,0.8,0.1,20,50,10,IRC,12.44235,1,440
den312d,0.8,0.1,20,50,11,RCbssEff,10.96277,1,483
den312d,0.8,0.1,20,50,11,IDP,10.92863,1,483
den312d,0.8,0.1,20,50,11,IRC,10.78588,1,550
den312d,0.8,0.1,20,50,12,RCbssEff,11.08345,1,477
den312d,0.8,0.1,20,50,12,IDP,11.045,1,477
den312d,0.8,0.1,20,50,12,IRC,10.86927,1,543
den312d,0.8,0.1,20,50,13,RCbssEff,11.12973,1,453
den312d,0.8,0.1,20,50,13,IDP,11.22823,1,453
den312d,0.8,0.1,20,50,13,IRC,11.20301,1,500
den312d,0.8,0.1,20,50,14,RCbssEff,11.34381,1,479
den312d,0.8,0.1,20,50,14,IDP,11.25745,1,479
den312d,0.8,0.1,20,50,14,IRC,11.17834,1,537
den312d,0.8,0.1,20,50,15,RCbssEff,11.08343,1,492
den312d,0.8,0.1,20,50,15,IDP,11.3517,1,492
den312d,0.8,0.1,20,50,15,IRC,11.03802,1,537
den312d,0.8,0.1,20,50,16,RCbssEff,10.76818,1,442
den312d,0.8,0.1,20,50,16,IDP,10.58964,1,442
den312d,0.8,0.1,20,50,16,IRC,10.66661,1,507
den312d,0.8,0.1,20,50,17,RCbssEff,11.07838,1,382
den312d,0.8,0.1,20,50,17,IDP,10.85744,1,382
den312d,0.8,0.1,20,50,17,IRC,10.89934,1,430
den312d,0.8,0.1,20,50,18,RCbssEff,10.9451,1,394
den312d,0.8,0.1,20,50,18,IDP,10.81763,1,394
den312d,0.8,0.1,20,50,18,IRC,10.74124,1,458
den312d,0.8,0.1,20,50,19,RCbssEff,10.54317,1,418
den312d,0.8,0.1,20,50,19,IDP,10.57543,1,418
den312d,0.8,0.1,20,50,19,IRC,10.55109,1,475
den312d,0.8,0.1,20,50,20,RCbssEff,10.95323,1,407
den312d,0.8,0.1,20,50,20,IDP,10.95015,1,407
den312d,0.8,0.1,20,50,20,IRC,10.95464,1,476
den312d,0.8,0.3,10,10,1,RCbssEff,1.48783,1,188
den312d,0.8,0.3,10,10,1,IDP,1.4606,1,188
den312d,0.8,0.3,10,10,1,IRC,1.43823,1,206
den312d,0.8,0.3,10,10,2,RCbssEff,1.44198,1,220
den312d,0.8,0.3,10,10,2,IDP,1.40413,1,220
den312d,0.8,0.3,10,10,2,IRC,1.43439,1,248
den312d,0.8,0.3,10,10,3,RCbssEff,1.32196,1,229
den312d,0.8,0.3,10,10,3,IDP,1.31927,1,229
den312d,0.8,0.3,10,10,3,IRC,1.26692,1,245
den312d,0.8,0.3,10,10,4,RCbssEff,1.45047,1,280
den312d,0.8,0.3,10,10,4,IDP,1.50387,1,280
den312d,0.8,0.3,10,10,4,IRC,1.40805,1,331
den312d,0.8,0.3,10,10,5,RCbssEff,1.46692,1,176
den312d,0.8,0.3,10,10,5,IDP,1.38326,1,176
den312d,0.8,0.3,10,10,5,IRC,1.40283,1,201
den312d,0.8,0.3,10,10,6,RCbssEff,1.42459,1,298
den312d,0.8,0.3,10,10,6,IDP,1.37935,1,298
den312d,0.8,0.3,10,10,6,IRC,1.35248,1,345
den312d,0.8,0.3,10,10,7,RCbssEff,1.3969,1,195
den312d,0.8,0.3,10,10,7,IDP,1.34529,1,195
den312d,0.8,0.3,10,10,7,IRC,1.3521,1,220
den312d,0.8,0.3,10,10,8,RCbssEff,1.47697,1,293
den312d,0.8,0.3,10,10,8,IDP,1.37906,1,293
den312d,0.8,0.3,10,10,8,IRC,1.4134,1,338
den312d,0.8,0.3,10,10,9,RCbssEff,1.3826,1,219
den312d,0.8,0.3,10,10,9,IDP,1.31541,1,219
den312d,0.8,0.3,10,10,9,IRC,1.31097,1,259
den312d,0.8,0.3,10,10,10,RCbssEff,1.2916,1,257
den312d,0.8,0.3,10,10,10,IDP,1.35763,1,257
den312d,0.8,0.3,10,10,10,IRC,1.32534,1,271
den312d,0.8,0.3,10,10,11,RCbssEff,1.4455,1,252
den312d,0.8,0.3,10,10,11,IDP,1.41557,1,252
den312d,0.8,0.3,10,10,11,IRC,1.45738,1,294
den312d,0.8,0.3,10,10,12,RCbssEff,1.46742,1,229
den312d,0.8,0.3,10,10,12,IDP,1.46943,1,229
den312d,0.8,0.3,10,10,12,IRC,1.39712,1,261
den312d,0.8,0.3,10,10,13,RCbssEff,1.39065,1,197
den312d,0.8,0.3,10,10,13,IDP,1.42588,1,197
den312d,0.8,0.3,10,10,13,IRC,1.46279,1,220
den312d,0.8,0.3,10,10,14,RCbssEff,1.40901,1,188
den312d,0.8,0.3,10,10,14,IDP,1.36189,1,188
den312d,0.8,0.3,10,10,14,IRC,1.41674,1,213
den312d,0.8,0.3,10,10,15,RCbssEff,1.44318,1,308
den312d,0.8,0.3,10,10,15,IDP,1.45239,1,308
den312d,0.8,0.3,10,10,15,IRC,1.43017,1,366
den312d,0.8,0.3,10,10,16,RCbssEff,1.43889,1,238
den312d,0.8,0.3,10,10,16,IDP,1.47634,1,238
den312d,0.8,0.3,10,10,16,IRC,1.42561,1,271
den312d,0.8,0.3,10,10,17,RCbssEff,1.42273,1,239
den312d,0.8,0.3,10,10,17,IDP,1.40436,1,239
den312d,0.8,0.3,10,10,17,IRC,1.38879,1,264
den312d,0.8,0.3,10,10,18,RCbssEff,1.37852,1,219
den312d,0.8,0.3,10,10,18,IDP,1.38391,1,219
den312d,0.8,0.3,10,10,18,IRC,1.44321,1,233
den312d,0.8,0.3,10,10,19,RCbssEff,1.52411,1,219
den312d,0.8,0.3,10,10,19,IDP,1.49635,1,219
den312d,0.8,0.3,10,10,19,IRC,2.12918,1,249
den312d,0.8,0.3,10,10,20,RCbssEff,1.62393,1,221
den312d,0.8,0.3,10,10,20,IDP,1.31365,1,221
den312d,0.8,0.3,10,10,20,IRC,1.30185,1,247
den312d,0.8,0.3,10,20,1,RCbssEff,2.66718,1,327
den312d,0.8,0.3,10,20,1,IDP,2.7321,1,327
den312d,0.8,0.3,10,20,1,IRC,2.70235,1,369
den312d,0.8,0.3,10,20,2,RCbssEff,2.72415,1,389
den312d,0.8,0.3,10,20,2,IDP,2.6526,1,389
den312d,0.8,0.3,10,20,2,IRC,2.71385,1,438
den312d,0.8,0.3,10,20,3,RCbssEff,2.53499,1,336
den312d,0.8,0.3,10,20,3,IDP,2.52088,1,336
den312d,0.8,0.3,10,20,3,IRC,2.49239,1,361
den312d,0.8,0.3,10,20,4,RCbssEff,2.73266,1,383
den312d,0.8,0.3,10,20,4,IDP,2.69657,1,383
den312d,0.8,0.3,10,20,4,IRC,2.69672,1,465
den312d,0.8,0.3,10,20,5,RCbssEff,2.75915,1,304
den312d,0.8,0.3,10,20,5,IDP,2.73498,1,304
den312d,0.8,0.3,10,20,5,IRC,2.71287,1,356
den312d,0.8,0.3,10,20,6,RCbssEff,2.80902,1,422
den312d,0.8,0.3,10,20,6,IDP,2.77415,1,422
den312d,0.8,0.3,10,20,6,IRC,2.70052,1,485
den312d,0.8,0.3,10,20,7,RCbssEff,2.64262,1,347
den312d,0.8,0.3,10,20,7,IDP,2.65974,1,347
den312d,0.8,0.3,10,20,7,IRC,2.57353,1,383
den312d,0.8,0.3,10,20,8,RCbssEff,2.81229,1,457
den312d,0.8,0.3,10,20,8,IDP,2.80745,1,457
den312d,0.8,0.3,10,20,8,IRC,2.80505,1,541
den312d,0.8,0.3,10,20,9,RCbssEff,2.59077,1,397
den312d,0.8,0.3,10,20,9,IDP,2.69815,1,397
den312d,0.8,0.3,10,20,9,IRC,2.58734,1,462
den312d,0.8,0.3,10,20,10,RCbssEff,2.57804,1,392
den312d,0.8,0.3,10,20,10,IDP,2.6126,1,392
den312d,0.8,0.3,10,20,10,IRC,2.57564,1,440
den312d,0.8,0.3,10,20,11,RCbssEff,2.69416,1,389
den312d,0.8,0.3,10,20,11,IDP,2.68799,1,389
den312d,0.8,0.3,10,20,11,IRC,2.69235,1,437
den312d,0.8,0.3,10,20,12,RCbssEff,2.78138,1,340
den312d,0.8,0.3,10,20,12,IDP,2.72391,1,340
den312d,0.8,0.3,10,20,12,IRC,2.73543,1,386
den312d,0.8,0.3,10,20,13,RCbssEff,2.79754,1,319
den312d,0.8,0.3,10,20,13,IDP,2.79426,1,319
den312d,0.8,0.3,10,20,13,IRC,2.83597,1,338
den312d,0.8,0.3,10,20,14,RCbssEff,2.73341,1,345
den312d,0.8,0.3,10,20,14,IDP,2.6423,1,345
den312d,0.8,0.3,10,20,14,IRC,2.66141,1,402
den312d,0.8,0.3,10,20,15,RCbssEff,2.55985,1,402
den312d,0.8,0.3,10,20,15,IDP,2.57541,1,402
den312d,0.8,0.3,10,20,15,IRC,2.54919,1,454
den312d,0.8,0.3,10,20,16,RCbssEff,2.67187,1,385
den312d,0.8,0.3,10,20,16,IDP,2.68631,1,385
den312d,0.8,0.3,10,20,16,IRC,2.61418,1,448
den312d,0.8,0.3,10,20,17,RCbssEff,2.65749,1,356
den312d,0.8,0.3,10,20,17,IDP,2.7427,1,356
den312d,0.8,0.3,10,20,17,IRC,2.64234,1,398
den312d,0.8,0.3,10,20,18,RCbssEff,2.69942,1,345
den312d,0.8,0.3,10,20,18,IDP,2.7151,1,345
den312d,0.8,0.3,10,20,18,IRC,2.63556,1,366
den312d,0.8,0.3,10,20,19,RCbssEff,2.7882,1,369
den312d,0.8,0.3,10,20,19,IDP,2.77253,1,369
den312d,0.8,0.3,10,20,19,IRC,2.75857,1,428
den312d,0.8,0.3,10,20,20,RCbssEff,2.68285,1,344
den312d,0.8,0.3,10,20,20,IDP,2.616,1,344
den312d,0.8,0.3,10,20,20,IRC,2.60517,1,406
den312d,0.8,0.3,10,30,1,RCbssEff,4.63258,1,422
den312d,0.8,0.3,10,30,1,IDP,5.09169,1,422
den312d,0.8,0.3,10,30,1,IRC,4.71937,1,490
den312d,0.8,0.3,10,30,2,RCbssEff,4.62215,1,535
den312d,0.8,0.3,10,30,2,IDP,4.48825,1,535
den312d,0.8,0.3,10,30,2,IRC,4.47341,1,591
den312d,0.8,0.3,10,30,3,RCbssEff,4.64597,1,515
den312d,0.8,0.3,10,30,3,IDP,4.61441,1,515
den312d,0.8,0.3,10,30,3,IRC,4.57143,1,554
den312d,0.8,0.3,10,30,4,RCbssEff,4.65946,1,524
den312d,0.8,0.3,10,30,4,IDP,4.63031,1,524
den312d,0.8,0.3,10,30,4,IRC,4.58674,1,593
den312d,0.8,0.3,10,30,5,RCbssEff,4.72218,1,467
den312d,0.8,0.3,10,30,5,IDP,4.74127,1,467
den312d,0.8,0.3,10,30,5,IRC,4.72499,1,548
den312d,0.8,0.3,10,30,6,RCbssEff,4.63155,1,479
den312d,0.8,0.3,10,30,6,IDP,4.55319,1,479
den312d,0.8,0.3,10,30,6,IRC,4.51223,1,556
den312d,0.8,0.3,10,30,7,RCbssEff,4.35225,1,460
den312d,0.8,0.3,10,30,7,IDP,4.42042,1,460
den312d,0.8,0.3,10,30,7,IRC,4.33423,1,544
den312d,0.8,0.3,10,30,8,RCbssEff,4.76394,1,540
den312d,0.8,0.3,10,30,8,IDP,4.82545,1,540
den312d,0.8,0.3,10,30,8,IRC,4.85388,1,620
den312d,0.8,0.3,10,30,9,RCbssEff,4.69269,1,535
den312d,0.8,0.3,10,30,9,IDP,4.57965,1,535
den312d,0.8,0.3,10,30,9,IRC,4.42728,1,597
den312d,0.8,0.3,10,30,10,RCbssEff,4.5715,1,488
den312d,0.8,0.3,10,30,10,IDP,4.48176,1,488
den312d,0.8,0.3,10,30,10,IRC,4.48286,1,554
den312d,0.8,0.3,10,30,11,RCbssEff,4.81932,1,519
den312d,0.8,0.3,10,30,11,IDP,4.69799,1,519
den312d,0.8,0.3,10,30,11,IRC,4.80211,1,576
den312d,0.8,0.3,10,30,12,RCbssEff,4.59596,1,468
den312d,0.8,0.3,10,30,12,IDP,4.61566,1,468
den312d,0.8,0.3,10,30,12,IRC,4.61592,1,527
den312d,0.8,0.3,10,30,13,RCbssEff,4.82227,1,460
den312d,0.8,0.3,10,30,13,IDP,4.73921,1,460
den312d,0.8,0.3,10,30,13,IRC,4.74703,1,488
den312d,0.8,0.3,10,30,14,RCbssEff,4.63457,1,517
den312d,0.8,0.3,10,30,14,IDP,4.51357,1,517
den312d,0.8,0.3,10,30,14,IRC,4.60287,1,563
den312d,0.8,0.3,10,30,15,RCbssEff,4.78869,1,549
den312d,0.8,0.3,10,30,15,IDP,4.86012,1,549
den312d,0.8,0.3,10,30,15,IRC,4.7056,1,597
den312d,0.8,0.3,10,30,16,RCbssEff,4.56007,1,534
den312d,0.8,0.3,10,30,16,IDP,4.55864,1,534
den312d,0.8,0.3,10,30,16,IRC,4.58271,1,603
den312d,0.8,0.3,10,30,17,RCbssEff,4.68809,1,492
den312d,0.8,0.3,10,30,17,IDP,4.55767,1,492
den312d,0.8,0.3,10,30,17,IRC,5.83495,1,562
den312d,0.8,0.3,10,30,18,RCbssEff,5.02235,1,432
den312d,0.8,0.3,10,30,18,IDP,4.60484,1,432
den312d,0.8,0.3,10,30,18,IRC,4.6178,1,480
den312d,0.8,0.3,10,30,19,RCbssEff,4.66441,1,459
den312d,0.8,0.3,10,30,19,IDP,4.65176,1,459
den312d,0.8,0.3,10,30,19,IRC,4.5314,1,524
den312d,0.8,0.3,10,30,20,RCbssEff,4.7142,1,454
den312d,0.8,0.3,10,30,20,IDP,4.89484,1,454
den312d,0.8,0.3,10,30,20,IRC,4.64295,1,528
