Map,Safe prob,Delay prob,Number of agents,Number of goals,Instance,Algorithm,Runtime,Planner calls,Sum Of Cost
random-32-32-20,0.9,0.1,25,10,18,RCbssEff,0.86765,1,75
random-32-32-20,0.9,0.1,25,10,18,IDP,0.86747,1,75
random-32-32-20,0.9,0.1,25,10,18,IRC,0.85636,1,81
random-32-32-20,0.9,0.1,25,10,19,RCbssEff,5.65664,1,77
random-32-32-20,0.9,0.1,25,10,19,IDP,0.92652,1,77
random-32-32-20,0.9,0.1,25,10,19,IRC,0.93983,1,83
random-32-32-20,0.9,0.1,25,10,20,RCbssEff,0.82629,1,78
random-32-32-20,0.9,0.1,25,10,20,IDP,0.83826,1,78
random-32-32-20,0.9,0.1,25,10,20,IRC,0.84857,1,83
random-32-32-20,0.9,0.1,25,20,1,RCbssEff,1.73526,1,130
random-32-32-20,0.9,0.1,25,20,1,IDP,1.706,1,130
random-32-32-20,0.9,0.1,25,20,1,IRC,1.72306,1,137
random-32-32-20,0.9,0.1,25,20,2,RCbssEff,1.77581,1,143
random-32-32-20,0.9,0.1,25,20,2,IDP,1.76075,1,143
random-32-32-20,0.9,0.1,25,20,2,IRC,1.73755,1,152
random-32-32-20,0.9,0.1,25,20,3,RCbssEff,1.86312,1,106
random-32-32-20,0.9,0.1,25,20,3,IDP,1.83666,1,106
random-32-32-20,0.9,0.1,25,20,3,IRC,2.82663,1,114
random-32-32-20,0.9,0.1,25,20,4,RCbssEff,2.59555,1,128
random-32-32-20,0.9,0.1,25,20,4,IDP,1.69723,1,128
random-32-32-20,0.9,0.1,25,20,4,IRC,1.73756,1,141
random-32-32-20,0.9,0.1,25,20,5,RCbssEff,1.53233,1,140
random-32-32-20,0.9,0.1,25,20,5,IDP,1.52077,1,140
random-32-32-20,0.9,0.1,25,20,5,IRC,1.52203,1,154
random-32-32-20,0.9,0.1,25,20,6,RCbssEff,1.86457,1,141
random-32-32-20,0.9,0.1,25,20,6,IDP,1.84919,1,141
random-32-32-20,0.9,0.1,25,20,6,IRC,1.84835,1,152
random-32-32-20,0.9,0.1,25,20,7,RCbssEff,1.63941,1,126
random-32-32-20,0.9,0.1,25,20,7,IDP,1.64528,1,126
random-32-32-20,0.9,0.1,25,20,7,IRC,1.64201,1,136
random-32-32-20,0.9,0.1,25,20,8,RCbssEff,1.69741,1,125
random-32-32-20,0.9,0.1,25,20,8,IDP,1.69639,1,125
random-32-32-20,0.9,0.1,25,20,8,IRC,1.91315,1,132
random-32-32-20,0.9,0.1,25,20,9,RCbssEff,1.608,1,141
random-32-32-20,0.9,0.1,25,20,9,IDP,1.64074,1,141
random-32-32-20,0.9,0.1,25,20,9,IRC,1.58363,1,149
random-32-32-20,0.9,0.1,25,20,10,RCbssEff,1.7115,1,126
random-32-32-20,0.9,0.1,25,20,10,IDP,1.69399,1,126
random-32-32-20,0.9,0.1,25,20,10,IRC,1.93055,1,133
random-32-32-20,0.9,0.1,25,20,11,RCbssEff,1.56379,1,115
random-32-32-20,0.9,0.1,25,20,11,IDP,1.58633,1,115
random-32-32-20,0.9,0.1,25,20,11,IRC,1.60534,1,122
random-32-32-20,0.9,0.1,25,20,12,RCbssEff,1.53698,1,137
random-32-32-20,0.9,0.1,25,20,12,IDP,1.54577,1,137
random-32-32-20,0.9,0.1,25,20,12,IRC,1.52267,1,142
random-32-32-20,0.9,0.1,25,20,13,RCbssEff,1.78156,1,119
random-32-32-20,0.9,0.1,25,20,13,IDP,1.68156,1,119
random-32-32-20,0.9,0.1,25,20,13,IRC,1.72489,1,133
random-32-32-20,0.9,0.1,25,20,14,RCbssEff,1.75961,1,108
random-32-32-20,0.9,0.1,25,20,14,IDP,1.77501,1,108
random-32-32-20,0.9,0.1,25,20,14,IRC,1.77377,1,117
random-32-32-20,0.9,0.1,25,20,15,RCbssEff,1.80583,1,164
random-32-32-20,0.9,0.1,25,20,15,IDP,1.80598,1,164
random-32-32-20,0.9,0.1,25,20,15,IRC,1.78671,1,177
random-32-32-20,0.9,0.1,25,20,16,RCbssEff,1.72047,1,135
random-32-32-20,0.9,0.1,25,20,16,IDP,1.676,1,135
random-32-32-20,0.9,0.1,25,20,16,IRC,1.70366,1,151
random-32-32-20,0.9,0.1,25,20,17,RCbssEff,1.5651,1,126
random-32-32-20,0.9,0.1,25,20,17,IDP,1.62819,1,126
random-32-32-20,0.9,0.1,25,20,17,IRC,1.56671,1,130
random-32-32-20,0.9,0.1,25,20,18,RCbssEff,1.7408,1,122
random-32-32-20,0.9,0.1,25,20,18,IDP,1.76365,1,122
random-32-32-20,0.9,0.1,25,20,18,IRC,1.76568,1,127
random-32-32-20,0.9,0.1,25,20,19,RCbssEff,1.56608,1,137
random-32-32-20,0.9,0.1,25,20,19,IDP,1.5564,1,137
random-32-32-20,0.9,0.1,25,20,19,IRC,11.87665,8,145
random-32-32-20,0.9,0.1,25,20,20,RCbssEff,1.53788,1,149
random-32-32-20,0.9,0.1,25,20,20,IDP,1.53761,1,149
random-32-32-20,0.9,0.1,25,20,20,IRC,1.54345,1,156
random-32-32-20,0.9,0.1,25,30,1,RCbssEff,2.70787,1,179
random-32-32-20,0.9,0.1,25,30,1,IDP,2.69983,1,179
random-32-32-20,0.9,0.1,25,30,1,IRC,2.74977,1,193
random-32-32-20,0.9,0.1,25,30,2,RCbssEff,3.35689,1,194
random-32-32-20,0.9,0.1,25,30,2,IDP,3.85236,1,194
random-32-32-20,0.9,0.1,25,30,2,IRC,2.93365,1,205
random-32-32-20,0.9,0.1,25,30,3,RCbssEff,2.93483,1,178
random-32-32-20,0.9,0.1,25,30,3,IDP,2.90524,1,178
random-32-32-20,0.9,0.1,25,30,3,IRC,2.93729,1,188
random-32-32-20,0.9,0.1,25,30,4,RCbssEff,2.85129,1,189
random-32-32-20,0.9,0.1,25,30,4,IDP,2.82435,1,189
random-32-32-20,0.9,0.1,25,30,4,IRC,3.15768,1,208
random-32-32-20,0.9,0.1,25,30,5,RCbssEff,2.84922,1,198
random-32-32-20,0.9,0.1,25,30,5,IDP,2.82454,1,198
random-32-32-20,0.9,0.1,25,30,5,IRC,2.79334,1,215
random-32-32-20,0.9,0.1,25,30,6,RCbssEff,2.74985,1,183
random-32-32-20,0.9,0.1,25,30,6,IDP,2.72143,1,183
random-32-32-20,0.9,0.1,25,30,6,IRC,2.78278,1,191
random-32-32-20,0.9,0.1,25,30,7,RCbssEff,2.82747,1,171
random-32-32-20,0.9,0.1,25,30,7,IDP,2.80481,1,171
random-32-32-20,0.9,0.1,25,30,7,IRC,2.78798,1,179
random-32-32-20,0.9,0.1,25,30,8,RCbssEff,2.64678,1,194
random-32-32-20,0.9,0.1,25,30,8,IDP,2.5981,1,194
random-32-32-20,0.9,0.1,25,30,8,IRC,2.63507,1,214
random-32-32-20,0.9,0.1,25,30,9,RCbssEff,2.65308,1,190
random-32-32-20,0.9,0.1,25,30,9,IDP,2.70473,1,190
random-32-32-20,0.9,0.1,25,30,9,IRC,2.63761,1,201
random-32-32-20,0.9,0.1,25,30,10,RCbssEff,2.69226,1,188
random-32-32-20,0.9,0.1,25,30,10,IDP,2.87102,1,188
random-32-32-20,0.9,0.1,25,30,10,IRC,2.64886,1,199
random-32-32-20,0.9,0.1,25,30,11,RCbssEff,2.53963,1,153
random-32-32-20,0.9,0.1,25,30,11,IDP,2.59866,1,153
random-32-32-20,0.9,0.1,25,30,11,IRC,2.60118,1,165
random-32-32-20,0.9,0.1,25,30,12,RCbssEff,2.72037,1,173
random-32-32-20,0.9,0.1,25,30,12,IDP,2.75212,1,173
random-32-32-20,0.9,0.1,25,30,12,IRC,2.71099,1,178
random-32-32-20,0.9,0.1,25,30,13,RCbssEff,2.37776,1,167
random-32-32-20,0.9,0.1,25,30,13,IDP,2.43191,1,167
random-32-32-20,0.9,0.1,25,30,13,IRC,2.44499,1,189
random-32-32-20,0.9,0.1,25,30,14,RCbssEff,2.92492,1,164
random-32-32-20,0.9,0.1,25,30,14,IDP,2.91162,1,164
random-32-32-20,0.9,0.1,25,30,14,IRC,2.89575,1,184
random-32-32-20,0.9,0.1,25,30,15,RCbssEff,3.38694,1,200
random-32-32-20,0.9,0.1,25,30,15,IDP,3.6122,1,200
random-32-32-20,0.9,0.1,25,30,15,IRC,2.68689,1,213
random-32-32-20,0.9,0.1,25,30,16,RCbssEff,2.91286,1,191
random-32-32-20,0.9,0.1,25,30,16,IDP,3.58581,1,191
random-32-32-20,0.9,0.1,25,30,16,IRC,2.9176,1,209
random-32-32-20,0.9,0.1,25,30,17,RCbssEff,2.5781,1,175
random-32-32-20,0.9,0.1,25,30,17,IDP,2.60447,1,175
random-32-32-20,0.9,0.1,25,30,17,IRC,2.60642,1,187
random-32-32-20,0.9,0.1,25,30,18,RCbssEff,2.87148,1,172
random-32-32-20,0.9,0.1,25,30,18,IDP,2.80705,1,172
random-32-32-20,0.9,0.1,25,30,18,IRC,2.8856,1,181
random-32-32-20,0.9,0.1,25,30,19,RCbssEff,2.63862,1,178
random-32-32-20,0.9,0.1,25,30,19,IDP,2.61209,1,178
random-32-32-20,0.9,0.1,25,30,19,IRC,2.63113,1,186
random-32-32-20,0.9,0.1,25,30,20,RCbssEff,2.93302,1,190
random-32-32-20,0.9,0.1,25,30,20,IDP,2.95581,1,190
random-32-32-20,0.9,0.1,25,30,20,IRC,2.9425,1,205
random-32-32-20,0.9,0.1,25,40,1,RCbssEff,4.15696,1,212
random-32-32-20,0.9,0.1,25,40,1,IDP,4.14639,1,212
random-32-32-20,0.9,0.1,25,40,1,IRC,4.11361,1,225
random-32-32-20,0.9,0.1,25,40,2,RCbssEff,4.2168,1,231
random-32-32-20,0.9,0.1,25,40,2,IDP,4.22728,1,231
random-32-32-20,0.9,0.1,25,40,2,IRC,4.20399,1,244
random-32-32-20,0.9,0.1,25,40,3,RCbssEff,4.2344,1,226
random-32-32-20,0.9,0.1,25,40,3,IDP,4.23178,1,226
random-32-32-20,0.9,0.1,25,40,3,IRC,4.24586,1,245
random-32-32-20,0.9,0.1,25,40,4,RCbssEff,4.41692,1,225
random-32-32-20,0.9,0.1,25,40,4,IDP,4.33764,1,225
random-32-32-20,0.9,0.1,25,40,4,IRC,4.26486,1,246
random-32-32-20,0.9,0.1,25,40,5,RCbssEff,3.80193,1,231
random-32-32-20,0.9,0.1,25,40,5,IDP,3.72941,1,231
random-32-32-20,0.9,0.1,25,40,5,IRC,4.66839,1,256
random-32-32-20,0.9,0.1,25,40,6,RCbssEff,4.57439,1,235
random-32-32-20,0.9,0.1,25,40,6,IDP,4.51746,1,235
random-32-32-20,0.9,0.1,25,40,6,IRC,4.58041,1,252
random-32-32-20,0.9,0.1,25,40,7,RCbssEff,4.25658,1,203
random-32-32-20,0.9,0.1,25,40,7,IDP,4.28931,1,203
random-32-32-20,0.9,0.1,25,40,7,IRC,4.30114,1,218
random-32-32-20,0.9,0.1,25,40,8,RCbssEff,4.29474,1,260
random-32-32-20,0.9,0.1,25,40,8,IDP,4.27674,1,260
random-32-32-20,0.9,0.1,25,40,8,IRC,4.28145,1,288
random-32-32-20,0.9,0.1,25,40,9,RCbssEff,4.01645,1,228
random-32-32-20,0.9,0.1,25,40,9,IDP,4.00413,1,228
random-32-32-20,0.9,0.1,25,40,9,IRC,4.03392,1,240
random-32-32-20,0.9,0.1,25,40,10,RCbssEff,4.322,1,240
random-32-32-20,0.9,0.1,25,40,10,IDP,4.77264,1,240
random-32-32-20,0.9,0.1,25,40,10,IRC,4.31867,1,259
random-32-32-20,0.9,0.1,25,40,11,RCbssEff,6.42322,1,218
random-32-32-20,0.9,0.1,25,40,11,IDP,4.10745,1,218
random-32-32-20,0.9,0.1,25,40,11,IRC,4.1068,1,237
random-32-32-20,0.9,0.1,25,40,12,RCbssEff,4.34699,1,232
random-32-32-20,0.9,0.1,25,40,12,IDP,4.27587,1,232
random-32-32-20,0.9,0.1,25,40,12,IRC,4.33035,1,246
random-32-32-20,0.9,0.1,25,40,13,RCbssEff,3.86289,1,208
random-32-32-20,0.9,0.1,25,40,13,IDP,3.87237,1,208
random-32-32-20,0.9,0.1,25,40,13,IRC,5.67625,1,231
random-32-32-20,0.9,0.1,25,40,14,RCbssEff,4.32788,1,202
random-32-32-20,0.9,0.1,25,40,14,IDP,4.33135,1,202
random-32-32-20,0.9,0.1,25,40,14,IRC,4.30825,1,229
random-32-32-20,0.9,0.1,25,40,15,RCbssEff,,,
random-32-32-20,0.9,0.1,25,40,15,IDP,,,
random-32-32-20,0.9,0.1,25,40,15,IRC,4.01568,1,258
random-32-32-20,0.9,0.1,25,40,16,RCbssEff,4.77746,1,228
random-32-32-20,0.9,0.1,25,40,16,IDP,4.77196,1,228
random-32-32-20,0.9,0.1,25,40,16,IRC,4.76592,1,244
random-32-32-20,0.9,0.1,25,40,17,RCbssEff,4.08256,1,215
random-32-32-20,0.9,0.1,25,40,17,IDP,4.1131,1,215
random-32-32-20,0.9,0.1,25,40,17,IRC,4.07366,1,223
random-32-32-20,0.9,0.1,25,40,18,RCbssEff,3.89174,1,205
random-32-32-20,0.9,0.1,25,40,18,IDP,3.90508,1,205
random-32-32-20,0.9,0.1,25,40,18,IRC,3.90095,1,219
random-32-32-20,0.9,0.1,25,40,19,RCbssEff,3.93724,1,226
random-32-32-20,0.9,0.1,25,40,19,IDP,3.93339,1,226
random-32-32-20,0.9,0.1,25,40,19,IRC,3.91082,1,238
random-32-32-20,0.9,0.1,25,40,20,RCbssEff,3.83664,1,225
random-32-32-20,0.9,0.1,25,40,20,IDP,3.77053,1,225
random-32-32-20,0.9,0.1,25,40,20,IRC,3.80014,1,238
random-32-32-20,0.9,0.1,25,50,1,RCbssEff,5.98067,1,260
random-32-32-20,0.9,0.1,25,50,1,IDP,5.87704,1,260
random-32-32-20,0.9,0.1,25,50,1,IRC,6.56197,1,274
random-32-32-20,0.9,0.1,25,50,2,RCbssEff,6.05461,1,274
random-32-32-20,0.9,0.1,25,50,2,IDP,5.76671,1,274
random-32-32-20,0.9,0.1,25,50,2,IRC,5.76139,1,285
random-32-32-20,0.9,0.1,25,50,3,RCbssEff,5.96257,1,265
random-32-32-20,0.9,0.1,25,50,3,IDP,5.93936,1,265
random-32-32-20,0.9,0.1,25,50,3,IRC,6.01136,1,283
random-32-32-20,0.9,0.1,25,50,4,RCbssEff,5.99443,1,260
random-32-32-20,0.9,0.1,25,50,4,IDP,5.97927,1,260
random-32-32-20,0.9,0.1,25,50,4,IRC,5.99611,1,282
random-32-32-20,0.9,0.1,25,50,5,RCbssEff,5.5946,1,269
random-32-32-20,0.9,0.1,25,50,5,IDP,5.63389,1,269
random-32-32-20,0.9,0.1,25,50,5,IRC,5.63836,1,291
random-32-32-20,0.9,0.1,25,50,6,RCbssEff,6.57417,1,269
random-32-32-20,0.9,0.1,25,50,6,IDP,6.54933,1,269
random-32-32-20,0.9,0.1,25,50,6,IRC,6.49605,1,285
random-32-32-20,0.9,0.1,25,50,7,RCbssEff,8.01352,1,238
random-32-32-20,0.9,0.1,25,50,7,IDP,6.76209,1,238
random-32-32-20,0.9,0.1,25,50,7,IRC,7.82528,1,248
random-32-32-20,0.9,0.1,25,50,8,RCbssEff,,,
random-32-32-20,0.9,0.1,25,50,8,IDP,,,
random-32-32-20,0.9,0.1,25,50,8,IRC,22.6118,4,336
random-32-32-20,0.9,0.1,25,50,9,RCbssEff,6.92242,1,294
random-32-32-20,0.9,0.1,25,50,9,IDP,6.90392,1,294
random-32-32-20,0.9,0.1,25,50,9,IRC,6.88744,1,313
random-32-32-20,0.9,0.1,25,50,10,RCbssEff,6.0046,1,280
random-32-32-20,0.9,0.1,25,50,10,IDP,5.9669,1,280
random-32-32-20,0.9,0.1,25,50,10,IRC,5.97789,1,299
random-32-32-20,0.9,0.1,25,50,11,RCbssEff,6.34036,1,265
random-32-32-20,0.9,0.1,25,50,11,IDP,6.27273,1,265
random-32-32-20,0.9,0.1,25,50,11,IRC,6.26994,1,278
random-32-32-20,0.9,0.1,25,50,12,RCbssEff,6.14592,1,278
random-32-32-20,0.9,0.1,25,50,12,IDP,7.16183,1,278
random-32-32-20,0.9,0.1,25,50,12,IRC,6.75311,1,288
random-32-32-20,0.9,0.1,25,50,13,RCbssEff,6.34233,1,251
random-32-32-20,0.9,0.1,25,50,13,IDP,7.29432,1,251
random-32-32-20,0.9,0.1,25,50,13,IRC,6.23229,1,271
random-32-32-20,0.9,0.1,25,50,14,RCbssEff,5.92417,1,249
random-32-32-20,0.9,0.1,25,50,14,IDP,6.13466,1,249
random-32-32-20,0.9,0.1,25,50,14,IRC,5.91094,1,271
random-32-32-20,0.9,0.1,25,50,15,RCbssEff,6.29249,1,280
random-32-32-20,0.9,0.1,25,50,15,IDP,6.28965,1,280
random-32-32-20,0.9,0.1,25,50,15,IRC,6.33049,1,297
random-32-32-20,0.9,0.1,25,50,16,RCbssEff,6.48471,1,285
random-32-32-20,0.9,0.1,25,50,16,IDP,6.48515,1,285
random-32-32-20,0.9,0.1,25,50,16,IRC,6.47655,1,307
random-32-32-20,0.9,0.1,25,50,17,RCbssEff,5.90604,1,269
random-32-32-20,0.9,0.1,25,50,17,IDP,5.92577,1,269
random-32-32-20,0.9,0.1,25,50,17,IRC,5.87735,1,292
random-32-32-20,0.9,0.1,25,50,18,RCbssEff,6.26769,1,257
random-32-32-20,0.9,0.1,25,50,18,IDP,6.4867,1,257
random-32-32-20,0.9,0.1,25,50,18,IRC,6.31335,1,269
random-32-32-20,0.9,0.1,25,50,19,RCbssEff,6.6625,1,264
random-32-32-20,0.9,0.1,25,50,19,IDP,6.01659,1,264
random-32-32-20,0.9,0.1,25,50,19,IRC,6.05673,1,283
random-32-32-20,0.9,0.1,25,50,20,RCbssEff,6.90891,1,268
random-32-32-20,0.9,0.1,25,50,20,IDP,5.69465,1,268
random-32-32-20,0.9,0.1,25,50,20,IRC,5.71657,1,280
random-32-32-20,0.9,0.1,5,20,1,RCbssEff,1.2005,1,190
random-32-32-20,0.9,0.1,5,20,1,IDP,1.21793,1,190
random-32-32-20,0.9,0.1,5,20,1,IRC,1.1827,1,213
random-32-32-20,0.9,0.1,5,20,2,RCbssEff,1.2616,1,191
random-32-32-20,0.9,0.1,5,20,2,IDP,2.86223,1,191
random-32-32-20,0.9,0.1,5,20,2,IRC,1.15904,1,202
random-32-32-20,0.9,0.1,5,20,3,RCbssEff,1.16187,1,174
random-32-32-20,0.9,0.1,5,20,3,IDP,1.14389,1,174
random-32-32-20,0.9,0.1,5,20,3,IRC,1.17857,1,192
random-32-32-20,0.9,0.1,5,20,4,RCbssEff,1.12279,1,180
random-32-32-20,0.9,0.1,5,20,4,IDP,1.10553,1,180
random-32-32-20,0.9,0.1,5,20,4,IRC,1.12532,1,191
random-32-32-20,0.9,0.1,5,20,5,RCbssEff,1.11211,1,231
random-32-32-20,0.9,0.1,5,20,5,IDP,1.15039,1,231
random-32-32-20,0.9,0.1,5,20,5,IRC,1.06487,1,244
random-32-32-20,0.9,0.1,5,20,6,RCbssEff,1.19204,1,218
random-32-32-20,0.9,0.1,5,20,6,IDP,1.18874,1,218
random-32-32-20,0.9,0.1,5,20,6,IRC,1.17229,1,233
random-32-32-20,0.9,0.1,5,20,7,RCbssEff,1.27457,1,184
random-32-32-20,0.9,0.1,5,20,7,IDP,1.25219,1,184
random-32-32-20,0.9,0.1,5,20,7,IRC,1.18739,1,197
random-32-32-20,0.9,0.1,5,20,8,RCbssEff,1.31196,1,188
random-32-32-20,0.9,0.1,5,20,8,IDP,1.14192,1,188
random-32-32-20,0.9,0.1,5,20,8,IRC,1.16754,1,199
random-32-32-20,0.9,0.1,5,20,9,RCbssEff,1.19569,1,186
random-32-32-20,0.9,0.1,5,20,9,IDP,1.14293,1,186
random-32-32-20,0.9,0.1,5,20,9,IRC,1.15665,1,195
random-32-32-20,0.9,0.1,5,20,10,RCbssEff,1.38671,1,177
random-32-32-20,0.9,0.1,5,20,10,IDP,1.15053,1,177
random-32-32-20,0.9,0.1,5,20,10,IRC,1.15502,1,195
random-32-32-20,0.9,0.1,5,20,11,RCbssEff,1.27416,1,189
random-32-32-20,0.9,0.1,5,20,11,IDP,1.23306,1,189
random-32-32-20,0.9,0.1,5,20,11,IRC,1.23181,1,197
random-32-32-20,0.9,0.1,5,20,12,RCbssEff,1.23181,1,210
random-32-32-20,0.9,0.1,5,20,12,IDP,1.22656,1,210
random-32-32-20,0.9,0.1,5,20,12,IRC,1.22612,1,221
random-32-32-20,0.9,0.1,5,20,13,RCbssEff,1.12828,1,181
random-32-32-20,0.9,0.1,5,20,13,IDP,1.10553,1,181
random-32-32-20,0.9,0.1,5,20,13,IRC,1.11448,1,193
random-32-32-20,0.9,0.1,5,20,14,RCbssEff,1.10261,1,171
random-32-32-20,0.9,0.1,5,20,14,IDP,1.05086,1,171
random-32-32-20,0.9,0.1,5,20,14,IRC,1.09767,1,187
random-32-32-20,0.9,0.1,5,20,15,RCbssEff,1.35533,1,221
random-32-32-20,0.9,0.1,5,20,15,IDP,1.38839,1,221
random-32-32-20,0.9,0.1,5,20,15,IRC,1.31739,1,224
random-32-32-20,0.9,0.1,5,20,16,RCbssEff,1.28343,1,228
random-32-32-20,0.9,0.1,5,20,16,IDP,1.47628,1,228
random-32-32-20,0.9,0.1,5,20,16,IRC,1.27518,1,241
random-32-32-20,0.9,0.1,5,20,17,RCbssEff,1.27391,1,185
random-32-32-20,0.9,0.1,5,20,17,IDP,1.21584,1,185
random-32-32-20,0.9,0.1,5,20,17,IRC,1.17706,1,218
random-32-32-20,0.9,0.1,5,20,18,RCbssEff,1.20988,1,176
random-32-32-20,0.9,0.1,5,20,18,IDP,1.21994,1,176
random-32-32-20,0.9,0.1,5,20,18,IRC,1.17615,1,188
random-32-32-20,0.9,0.1,5,20,19,RCbssEff,1.17733,1,205
random-32-32-20,0.9,0.1,5,20,19,IDP,1.28536,1,205
random-32-32-20,0.9,0.1,5,20,19,IRC,1.18369,1,218
random-32-32-20,0.9,0.1,5,20,20,RCbssEff,1.13946,1,217
random-32-32-20,0.9,0.1,5,20,20,IDP,1.13303,1,217
random-32-32-20,0.9,0.1,5,20,20,IRC,1.75578,1,236
random-32-32-20,0.9,0.1,15,20,1,RCbssEff,2.14384,1,157
random-32-32-20,0.9,0.1,15,20,1,IDP,1.42258,1,157
random-32-32-20,0.9,0.1,15,20,1,IRC,1.43847,1,179
random-32-32-20,0.9,0.1,15,20,2,RCbssEff,1.62126,1,162
random-32-32-20,0.9,0.1,15,20,2,IDP,1.64408,1,162
random-32-32-20,0.9,0.1,15,20,2,IRC,1.63919,1,173
random-32-32-20,0.9,0.1,15,20,3,RCbssEff,1.45641,1,122
random-32-32-20,0.9,0.1,15,20,3,IDP,1.3581,1,122
random-32-32-20,0.9,0.1,15,20,3,IRC,1.32686,1,124
random-32-32-20,0.9,0.1,15,20,4,RCbssEff,1.4143,1,140
random-32-32-20,0.9,0.1,15,20,4,IDP,1.4137,1,140
random-32-32-20,0.9,0.1,15,20,4,IRC,1.3868,1,156
random-32-32-20,0.9,0.1,15,20,5,RCbssEff,1.48465,1,180
random-32-32-20,0.9,0.1,15,20,5,IDP,1.43264,1,180
random-32-32-20,0.9,0.1,15,20,5,IRC,1.46991,1,193
random-32-32-20,0.9,0.1,15,20,6,RCbssEff,1.39035,1,171
random-32-32-20,0.9,0.1,15,20,6,IDP,1.39197,1,171
random-32-32-20,0.9,0.1,15,20,6,IRC,1.44581,1,183
random-32-32-20,0.9,0.1,15,20,7,RCbssEff,1.46847,1,141
random-32-32-20,0.9,0.1,15,20,7,IDP,1.42906,1,141
random-32-32-20,0.9,0.1,15,20,7,IRC,1.43014,1,152
random-32-32-20,0.9,0.1,15,20,8,RCbssEff,1.56025,1,139
random-32-32-20,0.9,0.1,15,20,8,IDP,1.45834,1,139
random-32-32-20,0.9,0.1,15,20,8,IRC,1.44973,1,153
random-32-32-20,0.9,0.1,15,20,9,RCbssEff,1.40668,1,155
random-32-32-20,0.9,0.1,15,20,9,IDP,1.40527,1,155
random-32-32-20,0.9,0.1,15,20,9,IRC,1.43881,1,171
random-32-32-20,0.9,0.1,15,20,10,RCbssEff,1.52242,1,160
random-32-32-20,0.9,0.1,15,20,10,IDP,1.50201,1,160
random-32-32-20,0.9,0.1,15,20,10,IRC,1.51008,1,168
random-32-32-20,0.9,0.1,15,20,11,RCbssEff,1.38767,1,124
random-32-32-20,0.9,0.1,15,20,11,IDP,1.42083,1,124
random-32-32-20,0.9,0.1,15,20,11,IRC,1.40109,1,132
random-32-32-20,0.9,0.1,15,20,12,RCbssEff,1.46302,1,165
random-32-32-20,0.9,0.1,15,20,12,IDP,1.43157,1,165
random-32-32-20,0.9,0.1,15,20,12,IRC,1.44425,1,183
random-32-32-20,0.9,0.1,15,20,13,RCbssEff,1.40642,1,125
random-32-32-20,0.9,0.1,15,20,13,IDP,1.39106,1,125
random-32-32-20,0.9,0.1,15,20,13,IRC,1.39311,1,135
random-32-32-20,0.9,0.1,15,20,14,RCbssEff,1.47259,1,126
random-32-32-20,0.9,0.1,15,20,14,IDP,1.51076,1,126
random-32-32-20,0.9,0.1,15,20,14,IRC,1.5264,1,135
random-32-32-20,0.9,0.1,15,20,15,RCbssEff,1.50226,1,189
random-32-32-20,0.9,0.1,15,20,15,IDP,1.47819,1,189
random-32-32-20,0.9,0.1,15,20,15,IRC,1.48051,1,201
random-32-32-20,0.9,0.1,15,20,16,RCbssEff,1.43203,1,164
random-32-32-20,0.9,0.1,15,20,16,IDP,1.77604,1,164
random-32-32-20,0.9,0.1,15,20,16,IRC,1.40654,1,178
random-32-32-20,0.9,0.1,15,20,17,RCbssEff,1.41343,1,146
random-32-32-20,0.9,0.1,15,20,17,IDP,1.38182,1,146
random-32-32-20,0.9,0.1,15,20,17,IRC,1.4003,1,157
random-32-32-20,0.9,0.1,15,20,18,RCbssEff,1.44597,1,134
random-32-32-20,0.9,0.1,15,20,18,IDP,1.46251,1,134
random-32-32-20,0.9,0.1,15,20,18,IRC,1.50749,1,149
random-32-32-20,0.9,0.1,15,20,19,RCbssEff,14.33022,1,153
random-32-32-20,0.9,0.1,15,20,19,IDP,1.33692,1,153
random-32-32-20,0.9,0.1,15,20,19,IRC,1.339,1,171
random-32-32-20,0.9,0.1,15,20,20,RCbssEff,2.20688,1,179
random-32-32-20,0.9,0.1,15,20,20,IDP,1.70376,1,179
random-32-32-20,0.9,0.1,15,20,20,IRC,1.43885,1,191
random-32-32-20,0.9,0.1,20,20,1,RCbssEff,1.56446,1,140
random-32-32-20,0.9,0.1,20,20,1,IDP,1.55372,1,140
random-32-32-20,0.9,0.1,20,20,1,IRC,1.53588,1,152
random-32-32-20,0.9,0.1,20,20,2,RCbssEff,2.78736,1,146
random-32-32-20,0.9,0.1,20,20,2,IDP,2.50898,1,146
random-32-32-20,0.9,0.1,20,20,2,IRC,1.71655,1,152
random-32-32-20,0.9,0.1,20,20,3,RCbssEff,1.47452,1,110
random-32-32-20,0.9,0.1,20,20,3,IDP,1.40585,1,110
random-32-32-20,0.9,0.1,20,20,3,IRC,1.41758,1,116
random-32-32-20,0.9,0.1,20,20,4,RCbssEff,1.68616,1,133
random-32-32-20,0.9,0.1,20,20,4,IDP,1.5961,1,133
random-32-32-20,0.9,0.1,20,20,4,IRC,1.56525,1,145
random-32-32-20,0.9,0.1,20,20,5,RCbssEff,1.54532,1,163
random-32-32-20,0.9,0.1,20,20,5,IDP,1.51484,1,163
random-32-32-20,0.9,0.1,20,20,5,IRC,1.69726,1,183
random-32-32-20,0.9,0.1,20,20,6,RCbssEff,1.57591,1,156
random-32-32-20,0.9,0.1,20,20,6,IDP,1.67752,1,156
random-32-32-20,0.9,0.1,20,20,6,IRC,1.61466,1,164
random-32-32-20,0.9,0.1,20,20,7,RCbssEff,1.52743,1,126
