Map,Safe prob,Delay prob,Number of agents,Number of goals,Instance,Algorithm,Runtime,Calls to EGTSP\TSP
random-32-32-20,0.8,0.1,8,30,19,RCbssEff,2.15032,1
random-32-32-20,0.8,0.1,8,30,19,RCbssBase,,
random-32-32-20,0.8,0.1,8,30,20,RCbssEff,2.18824,1
random-32-32-20,0.8,0.1,8,30,20,RCbssBase,,
random-32-32-20,0.8,0.1,8,40,1,RCbssEff,3.38354,1
random-32-32-20,0.8,0.1,8,40,1,RCbssBase,,
random-32-32-20,0.8,0.1,8,40,2,RCbssEff,3.7317,1
random-32-32-20,0.8,0.1,8,40,2,RCbssBase,,
random-32-32-20,0.8,0.1,8,40,3,RCbssEff,4.40861,1
random-32-32-20,0.8,0.1,8,40,3,RCbssBase,,
random-32-32-20,0.8,0.1,8,40,4,RCbssEff,3.82634,1
random-32-32-20,0.8,0.1,8,40,4,RCbssBase,,
random-32-32-20,0.8,0.1,8,40,5,RCbssEff,3.32511,1
random-32-32-20,0.8,0.1,8,40,5,RCbssBase,,
random-32-32-20,0.8,0.1,8,40,6,RCbssEff,3.83263,1
random-32-32-20,0.8,0.1,8,40,6,RCbssBase,,
random-32-32-20,0.8,0.1,8,40,7,RCbssEff,3.71001,1
random-32-32-20,0.8,0.1,8,40,7,RCbssBase,,
random-32-32-20,0.8,0.1,8,40,8,RCbssEff,3.71257,1
random-32-32-20,0.8,0.1,8,40,8,RCbssBase,,
random-32-32-20,0.8,0.1,8,40,9,RCbssEff,3.19877,1
random-32-32-20,0.8,0.1,8,40,9,RCbssBase,,
random-32-32-20,0.8,0.1,8,40,10,RCbssEff,3.48974,1
random-32-32-20,0.8,0.1,8,40,10,RCbssBase,,
random-32-32-20,0.8,0.1,8,40,11,RCbssEff,3.45887,1
random-32-32-20,0.8,0.1,8,40,11,RCbssBase,,
random-32-32-20,0.8,0.1,8,40,12,RCbssEff,,
random-32-32-20,0.8,0.1,8,40,12,RCbssBase,,
random-32-32-20,0.8,0.1,8,40,13,RCbssEff,3.40355,1
random-32-32-20,0.8,0.1,8,40,13,RCbssBase,,
random-32-32-20,0.8,0.1,8,40,14,RCbssEff,3.45253,1
random-32-32-20,0.8,0.1,8,40,14,RCbssBase,,
random-32-32-20,0.8,0.1,8,40,15,RCbssEff,3.36757,1
random-32-32-20,0.8,0.1,8,40,15,RCbssBase,,
random-32-32-20,0.8,0.1,8,40,16,RCbssEff,3.39057,1
random-32-32-20,0.8,0.1,8,40,16,RCbssBase,,
random-32-32-20,0.8,0.1,8,40,17,RCbssEff,3.73822,1
random-32-32-20,0.8,0.1,8,40,17,RCbssBase,,
random-32-32-20,0.8,0.1,8,40,18,RCbssEff,3.73375,1
random-32-32-20,0.8,0.1,8,40,18,RCbssBase,,
random-32-32-20,0.8,0.1,8,40,19,RCbssEff,3.50037,1
random-32-32-20,0.8,0.1,8,40,19,RCbssBase,,
random-32-32-20,0.8,0.1,8,40,20,RCbssEff,3.74134,1
random-32-32-20,0.8,0.1,8,40,20,RCbssBase,,
random-32-32-20,0.8,0.1,8,50,1,RCbssEff,4.80262,1
random-32-32-20,0.8,0.1,8,50,1,RCbssBase,,
random-32-32-20,0.8,0.1,8,50,2,RCbssEff,5.62016,1
random-32-32-20,0.8,0.1,8,50,2,RCbssBase,,
random-32-32-20,0.8,0.1,8,50,3,RCbssEff,4.98226,1
random-32-32-20,0.8,0.1,8,50,3,RCbssBase,,
random-32-32-20,0.8,0.1,8,50,4,RCbssEff,5.10074,1
random-32-32-20,0.8,0.1,8,50,4,RCbssBase,,
random-32-32-20,0.8,0.1,8,50,5,RCbssEff,4.7396,1
random-32-32-20,0.8,0.1,8,50,5,RCbssBase,,
random-32-32-20,0.8,0.1,8,50,6,RCbssEff,7.04648,1
random-32-32-20,0.8,0.1,8,50,6,RCbssBase,,
random-32-32-20,0.8,0.1,8,50,7,RCbssEff,5.43416,1
random-32-32-20,0.8,0.1,8,50,7,RCbssBase,,
random-32-32-20,0.8,0.1,8,50,8,RCbssEff,5.53666,1
random-32-32-20,0.8,0.1,8,50,8,RCbssBase,,
random-32-32-20,0.8,0.1,8,50,9,RCbssEff,5.49781,1
random-32-32-20,0.8,0.1,8,50,9,RCbssBase,,
random-32-32-20,0.8,0.1,8,50,10,RCbssEff,5.32188,1
random-32-32-20,0.8,0.1,8,50,10,RCbssBase,,
random-32-32-20,0.8,0.1,8,50,11,RCbssEff,5.02192,1
random-32-32-20,0.8,0.1,8,50,11,RCbssBase,,
random-32-32-20,0.8,0.1,8,50,12,RCbssEff,7.00059,1
random-32-32-20,0.8,0.1,8,50,12,RCbssBase,,
random-32-32-20,0.8,0.1,8,50,13,RCbssEff,6.07132,1
random-32-32-20,0.8,0.1,8,50,13,RCbssBase,,
random-32-32-20,0.8,0.1,8,50,14,RCbssEff,5.76798,1
random-32-32-20,0.8,0.1,8,50,14,RCbssBase,,
random-32-32-20,0.8,0.1,8,50,15,RCbssEff,5.24929,1
random-32-32-20,0.8,0.1,8,50,15,RCbssBase,,
random-32-32-20,0.8,0.1,8,50,16,RCbssEff,5.7033,1
random-32-32-20,0.8,0.1,8,50,16,RCbssBase,,
random-32-32-20,0.8,0.1,8,50,17,RCbssEff,5.86699,1
random-32-32-20,0.8,0.1,8,50,17,RCbssBase,,
random-32-32-20,0.8,0.1,8,50,18,RCbssEff,5.19438,1
random-32-32-20,0.8,0.1,8,50,18,RCbssBase,,
random-32-32-20,0.8,0.1,8,50,19,RCbssEff,4.68986,1
random-32-32-20,0.8,0.1,8,50,19,RCbssBase,,
random-32-32-20,0.8,0.1,8,50,20,RCbssEff,5.51269,1
random-32-32-20,0.8,0.1,8,50,20,RCbssBase,,
random-32-32-20,0.8,0.1,10,6,1,RCbssEff,0.42493,1
random-32-32-20,0.8,0.1,10,6,1,RCbssBase,41.69052,858
random-32-32-20,0.8,0.1,10,6,2,RCbssEff,0.53159,1
random-32-32-20,0.8,0.1,10,6,2,RCbssBase,,
random-32-32-20,0.8,0.1,10,6,3,RCbssEff,0.46833,1
random-32-32-20,0.8,0.1,10,6,3,RCbssBase,4.51015,86
random-32-32-20,0.8,0.1,10,6,4,RCbssEff,0.44622,1
random-32-32-20,0.8,0.1,10,6,4,RCbssBase,48.5494,989
random-32-32-20,0.8,0.1,10,6,5,RCbssEff,0.43358,1
random-32-32-20,0.8,0.1,10,6,5,RCbssBase,18.89796,386
random-32-32-20,0.8,0.1,10,6,6,RCbssEff,0.44249,1
random-32-32-20,0.8,0.1,10,6,6,RCbssBase,38.38782,758
random-32-32-20,0.8,0.1,10,6,7,RCbssEff,0.45696,1
random-32-32-20,0.8,0.1,10,6,7,RCbssBase,17.90602,343
random-32-32-20,0.8,0.1,10,6,8,RCbssEff,0.47039,1
random-32-32-20,0.8,0.1,10,6,8,RCbssBase,44.60453,961
random-32-32-20,0.8,0.1,10,6,9,RCbssEff,0.45575,1
random-32-32-20,0.8,0.1,10,6,9,RCbssBase,,
random-32-32-20,0.8,0.1,10,6,10,RCbssEff,0.54448,1
random-32-32-20,0.8,0.1,10,6,10,RCbssBase,,
random-32-32-20,0.8,0.1,10,6,11,RCbssEff,0.45104,1
random-32-32-20,0.8,0.1,10,6,11,RCbssBase,3.31606,55
random-32-32-20,0.8,0.1,10,6,12,RCbssEff,0.56857,1
random-32-32-20,0.8,0.1,10,6,12,RCbssBase,,
random-32-32-20,0.8,0.1,10,6,13,RCbssEff,0.44486,1
random-32-32-20,0.8,0.1,10,6,13,RCbssBase,24.71412,459
random-32-32-20,0.8,0.1,10,6,14,RCbssEff,0.45662,1
random-32-32-20,0.8,0.1,10,6,14,RCbssBase,,
random-32-32-20,0.8,0.1,10,6,15,RCbssEff,0.40634,1
random-32-32-20,0.8,0.1,10,6,15,RCbssBase,,
random-32-32-20,0.8,0.1,10,6,16,RCbssEff,0.46849,1
random-32-32-20,0.8,0.1,10,6,16,RCbssBase,,
random-32-32-20,0.8,0.1,10,6,17,RCbssEff,1.47337,1
random-32-32-20,0.8,0.1,10,6,17,RCbssBase,54.76394,1045
random-32-32-20,0.8,0.1,10,6,18,RCbssEff,0.4287,1
random-32-32-20,0.8,0.1,10,6,18,RCbssBase,13.85283,297
random-32-32-20,0.8,0.1,10,6,19,RCbssEff,0.42338,1
random-32-32-20,0.8,0.1,10,6,19,RCbssBase,4.40167,98
random-32-32-20,0.8,0.1,10,6,20,RCbssEff,0.46176,1
random-32-32-20,0.8,0.1,10,6,20,RCbssBase,39.36073,677
random-32-32-20,0.8,0.1,10,10,1,RCbssEff,0.60208,1
random-32-32-20,0.8,0.1,10,10,1,RCbssBase,,
random-32-32-20,0.8,0.1,10,10,2,RCbssEff,0.62059,1
random-32-32-20,0.8,0.1,10,10,2,RCbssBase,,
random-32-32-20,0.8,0.1,10,10,3,RCbssEff,0.62095,1
random-32-32-20,0.8,0.1,10,10,3,RCbssBase,,
random-32-32-20,0.8,0.1,10,10,4,RCbssEff,0.67353,1
random-32-32-20,0.8,0.1,10,10,4,RCbssBase,,
random-32-32-20,0.8,0.1,10,10,5,RCbssEff,0.62692,1
random-32-32-20,0.8,0.1,10,10,5,RCbssBase,,
random-32-32-20,0.8,0.1,10,10,6,RCbssEff,0.60347,1
random-32-32-20,0.8,0.1,10,10,6,RCbssBase,,
random-32-32-20,0.8,0.1,10,10,7,RCbssEff,0.61543,1
random-32-32-20,0.8,0.1,10,10,7,RCbssBase,,
random-32-32-20,0.8,0.1,10,10,8,RCbssEff,0.63796,1
random-32-32-20,0.8,0.1,10,10,8,RCbssBase,,
random-32-32-20,0.8,0.1,10,10,9,RCbssEff,0.58108,1
random-32-32-20,0.8,0.1,10,10,9,RCbssBase,,
random-32-32-20,0.8,0.1,10,10,10,RCbssEff,0.63867,1
random-32-32-20,0.8,0.1,10,10,10,RCbssBase,,
random-32-32-20,0.8,0.1,10,10,11,RCbssEff,0.61627,1
random-32-32-20,0.8,0.1,10,10,11,RCbssBase,,
random-32-32-20,0.8,0.1,10,10,12,RCbssEff,0.63444,1
random-32-32-20,0.8,0.1,10,10,12,RCbssBase,,
random-32-32-20,0.8,0.1,10,10,13,RCbssEff,0.59572,1
random-32-32-20,0.8,0.1,10,10,13,RCbssBase,,
random-32-32-20,0.8,0.1,10,10,14,RCbssEff,0.63611,1
random-32-32-20,0.8,0.1,10,10,14,RCbssBase,,
random-32-32-20,0.8,0.1,10,10,15,RCbssEff,0.64013,1
random-32-32-20,0.8,0.1,10,10,15,RCbssBase,,
random-32-32-20,0.8,0.1,10,10,16,RCbssEff,0.60511,1
random-32-32-20,0.8,0.1,10,10,16,RCbssBase,,
random-32-32-20,0.8,0.1,10,10,17,RCbssEff,0.62495,1
random-32-32-20,0.8,0.1,10,10,17,RCbssBase,,
random-32-32-20,0.8,0.1,10,10,18,RCbssEff,0.61657,1
random-32-32-20,0.8,0.1,10,10,18,RCbssBase,,
random-32-32-20,0.8,0.1,10,10,19,RCbssEff,0.62756,1
random-32-32-20,0.8,0.1,10,10,19,RCbssBase,,
random-32-32-20,0.8,0.1,10,10,20,RCbssEff,0.65083,1
random-32-32-20,0.8,0.1,10,10,20,RCbssBase,,
random-32-32-20,0.8,0.1,10,16,1,RCbssEff,0.95288,1
random-32-32-20,0.8,0.1,10,16,1,RCbssBase,,
random-32-32-20,0.8,0.1,10,16,2,RCbssEff,1.00998,1
random-32-32-20,0.8,0.1,10,16,2,RCbssBase,,
random-32-32-20,0.8,0.1,10,16,3,RCbssEff,0.92869,1
random-32-32-20,0.8,0.1,10,16,3,RCbssBase,,
random-32-32-20,0.8,0.1,10,16,4,RCbssEff,0.92327,1
random-32-32-20,0.8,0.1,10,16,4,RCbssBase,,
random-32-32-20,0.8,0.1,10,16,5,RCbssEff,1.013,1
random-32-32-20,0.8,0.1,10,16,5,RCbssBase,,
random-32-32-20,0.8,0.1,10,16,6,RCbssEff,0.95438,1
random-32-32-20,0.8,0.1,10,16,6,RCbssBase,,
random-32-32-20,0.8,0.1,10,16,7,RCbssEff,1.08043,1
random-32-32-20,0.8,0.1,10,16,7,RCbssBase,,
random-32-32-20,0.8,0.1,10,16,8,RCbssEff,1.06074,1
random-32-32-20,0.8,0.1,10,16,8,RCbssBase,,
random-32-32-20,0.8,0.1,10,16,9,RCbssEff,0.89552,1
random-32-32-20,0.8,0.1,10,16,9,RCbssBase,,
random-32-32-20,0.8,0.1,10,16,10,RCbssEff,1.08521,1
random-32-32-20,0.8,0.1,10,16,10,RCbssBase,,
random-32-32-20,0.8,0.1,10,16,11,RCbssEff,0.94182,1
random-32-32-20,0.8,0.1,10,16,11,RCbssBase,,
random-32-32-20,0.8,0.1,10,16,12,RCbssEff,0.97484,1
random-32-32-20,0.8,0.1,10,16,12,RCbssBase,,
random-32-32-20,0.8,0.1,10,16,13,RCbssEff,0.91623,1
random-32-32-20,0.8,0.1,10,16,13,RCbssBase,,
random-32-32-20,0.8,0.1,10,16,14,RCbssEff,0.95926,1
random-32-32-20,0.8,0.1,10,16,14,RCbssBase,,
random-32-32-20,0.8,0.1,10,16,15,RCbssEff,1.15164,1
random-32-32-20,0.8,0.1,10,16,15,RCbssBase,,
random-32-32-20,0.8,0.1,10,16,16,RCbssEff,0.99692,1
random-32-32-20,0.8,0.1,10,16,16,RCbssBase,,
random-32-32-20,0.8,0.1,10,16,17,RCbssEff,0.96086,1
random-32-32-20,0.8,0.1,10,16,17,RCbssBase,,
random-32-32-20,0.8,0.1,10,16,18,RCbssEff,0.94591,1
random-32-32-20,0.8,0.1,10,16,18,RCbssBase,,
random-32-32-20,0.8,0.1,10,16,19,RCbssEff,0.91011,1
random-32-32-20,0.8,0.1,10,16,19,RCbssBase,,
random-32-32-20,0.8,0.1,10,16,20,RCbssEff,0.94229,1
random-32-32-20,0.8,0.1,10,16,20,RCbssBase,,
random-32-32-20,0.8,0.1,10,20,1,RCbssEff,1.24817,1
random-32-32-20,0.8,0.1,10,20,1,RCbssBase,,
random-32-32-20,0.8,0.1,10,20,2,RCbssEff,1.31399,1
random-32-32-20,0.8,0.1,10,20,2,RCbssBase,,
random-32-32-20,0.8,0.1,10,20,3,RCbssEff,1.19502,1
random-32-32-20,0.8,0.1,10,20,3,RCbssBase,,
random-32-32-20,0.8,0.1,10,20,4,RCbssEff,1.31237,1
random-32-32-20,0.8,0.1,10,20,4,RCbssBase,,
random-32-32-20,0.8,0.1,10,20,5,RCbssEff,1.33103,1
random-32-32-20,0.8,0.1,10,20,5,RCbssBase,,
random-32-32-20,0.8,0.1,10,20,6,RCbssEff,1.23715,1
random-32-32-20,0.8,0.1,10,20,6,RCbssBase,,
random-32-32-20,0.8,0.1,10,20,7,RCbssEff,1.27186,1
random-32-32-20,0.8,0.1,10,20,7,RCbssBase,,
random-32-32-20,0.8,0.1,10,20,8,RCbssEff,1.32188,1
random-32-32-20,0.8,0.1,10,20,8,RCbssBase,,
random-32-32-20,0.8,0.1,10,20,9,RCbssEff,1.21699,1
random-32-32-20,0.8,0.1,10,20,9,RCbssBase,,
random-32-32-20,0.8,0.1,10,20,10,RCbssEff,1.29337,1
random-32-32-20,0.8,0.1,10,20,10,RCbssBase,,
random-32-32-20,0.8,0.1,10,20,11,RCbssEff,1.34115,1
random-32-32-20,0.8,0.1,10,20,11,RCbssBase,,
random-32-32-20,0.8,0.1,10,20,12,RCbssEff,1.26471,1
random-32-32-20,0.8,0.1,10,20,12,RCbssBase,,
random-32-32-20,0.8,0.1,10,20,13,RCbssEff,1.11993,1
random-32-32-20,0.8,0.1,10,20,13,RCbssBase,,
random-32-32-20,0.8,0.1,10,20,14,RCbssEff,1.27085,1
random-32-32-20,0.8,0.1,10,20,14,RCbssBase,,
random-32-32-20,0.8,0.1,10,20,15,RCbssEff,1.35498,1
random-32-32-20,0.8,0.1,10,20,15,RCbssBase,,
random-32-32-20,0.8,0.1,10,20,16,RCbssEff,1.24888,1
random-32-32-20,0.8,0.1,10,20,16,RCbssBase,,
random-32-32-20,0.8,0.1,10,20,17,RCbssEff,1.37592,1
random-32-32-20,0.8,0.1,10,20,17,RCbssBase,,
random-32-32-20,0.8,0.1,10,20,18,RCbssEff,1.23005,1
random-32-32-20,0.8,0.1,10,20,18,RCbssBase,,
random-32-32-20,0.8,0.1,10,20,19,RCbssEff,1.22884,1
random-32-32-20,0.8,0.1,10,20,19,RCbssBase,,
random-32-32-20,0.8,0.1,10,20,20,RCbssEff,1.2863,1
random-32-32-20,0.8,0.1,10,20,20,RCbssBase,,
random-32-32-20,0.8,0.1,10,30,1,RCbssEff,2.25836,1
random-32-32-20,0.8,0.1,10,30,1,RCbssBase,,
random-32-32-20,0.8,0.1,10,30,2,RCbssEff,2.5339,1
random-32-32-20,0.8,0.1,10,30,2,RCbssBase,,
random-32-32-20,0.8,0.1,10,30,3,RCbssEff,2.18538,1
random-32-32-20,0.8,0.1,10,30,3,RCbssBase,,
random-32-32-20,0.8,0.1,10,30,4,RCbssEff,2.31733,1
random-32-32-20,0.8,0.1,10,30,4,RCbssBase,,
random-32-32-20,0.8,0.1,10,30,5,RCbssEff,2.09899,1
random-32-32-20,0.8,0.1,10,30,5,RCbssBase,,
random-32-32-20,0.8,0.1,10,30,6,RCbssEff,2.26828,1
random-32-32-20,0.8,0.1,10,30,6,RCbssBase,,
random-32-32-20,0.8,0.1,10,30,7,RCbssEff,2.2875,1
random-32-32-20,0.8,0.1,10,30,7,RCbssBase,,
random-32-32-20,0.8,0.1,10,30,8,RCbssEff,2.42585,1
random-32-32-20,0.8,0.1,10,30,8,RCbssBase,,
random-32-32-20,0.8,0.1,10,30,9,RCbssEff,2.22483,1
random-32-32-20,0.8,0.1,10,30,9,RCbssBase,,
random-32-32-20,0.8,0.1,10,30,10,RCbssEff,2.00996,1
random-32-32-20,0.8,0.1,10,30,10,RCbssBase,,
random-32-32-20,0.8,0.1,10,30,11,RCbssEff,2.32248,1
random-32-32-20,0.8,0.1,10,30,11,RCbssBase,,
random-32-32-20,0.8,0.1,10,30,12,RCbssEff,2.08731,1
random-32-32-20,0.8,0.1,10,30,12,RCbssBase,,
random-32-32-20,0.8,0.1,10,30,13,RCbssEff,2.28774,1
random-32-32-20,0.8,0.1,10,30,13,RCbssBase,,
random-32-32-20,0.8,0.1,10,30,14,RCbssEff,2.19544,1
random-32-32-20,0.8,0.1,10,30,14,RCbssBase,,
random-32-32-20,0.8,0.1,10,30,15,RCbssEff,2.40722,1
random-32-32-20,0.8,0.1,10,30,15,RCbssBase,,
random-32-32-20,0.8,0.1,10,30,16,RCbssEff,2.27283,1
random-32-32-20,0.8,0.1,10,30,16,RCbssBase,,
random-32-32-20,0.8,0.1,10,30,17,RCbssEff,2.42769,1
random-32-32-20,0.8,0.1,10,30,17,RCbssBase,,
random-32-32-20,0.8,0.1,10,30,18,RCbssEff,2.11699,1
random-32-32-20,0.8,0.1,10,30,18,RCbssBase,,
random-32-32-20,0.8,0.1,10,30,19,RCbssEff,2.02787,1
random-32-32-20,0.8,0.1,10,30,19,RCbssBase,,
random-32-32-20,0.8,0.1,10,30,20,RCbssEff,2.27947,1
random-32-32-20,0.8,0.1,10,30,20,RCbssBase,,
random-32-32-20,0.8,0.1,10,40,1,RCbssEff,3.98397,1
random-32-32-20,0.8,0.1,10,40,1,RCbssBase,,
random-32-32-20,0.8,0.1,10,40,2,RCbssEff,4.06872,1
random-32-32-20,0.8,0.1,10,40,2,RCbssBase,,
random-32-32-20,0.8,0.1,10,40,3,RCbssEff,3.85885,1
random-32-32-20,0.8,0.1,10,40,3,RCbssBase,,
random-32-32-20,0.8,0.1,10,40,4,RCbssEff,4.01294,1
random-32-32-20,0.8,0.1,10,40,4,RCbssBase,,
random-32-32-20,0.8,0.1,10,40,5,RCbssEff,3.36504,1
random-32-32-20,0.8,0.1,10,40,5,RCbssBase,,
random-32-32-20,0.8,0.1,10,40,6,RCbssEff,3.93162,1
random-32-32-20,0.8,0.1,10,40,6,RCbssBase,,
random-32-32-20,0.8,0.1,10,40,7,RCbssEff,3.74338,1
random-32-32-20,0.8,0.1,10,40,7,RCbssBase,,
random-32-32-20,0.8,0.1,10,40,8,RCbssEff,3.51552,1
random-32-32-20,0.8,0.1,10,40,8,RCbssBase,,
random-32-32-20,0.8,0.1,10,40,9,RCbssEff,3.5385,1
random-32-32-20,0.8,0.1,10,40,9,RCbssBase,,
random-32-32-20,0.8,0.1,10,40,10,RCbssEff,3.52295,1
random-32-32-20,0.8,0.1,10,40,10,RCbssBase,,
random-32-32-20,0.8,0.1,10,40,11,RCbssEff,3.7267,1
random-32-32-20,0.8,0.1,10,40,11,RCbssBase,,
random-32-32-20,0.8,0.1,10,40,12,RCbssEff,,
random-32-32-20,0.8,0.1,10,40,12,RCbssBase,,
random-32-32-20,0.8,0.1,10,40,13,RCbssEff,3.54592,1
random-32-32-20,0.8,0.1,10,40,13,RCbssBase,,
random-32-32-20,0.8,0.1,10,40,14,RCbssEff,3.49898,1
random-32-32-20,0.8,0.1,10,40,14,RCbssBase,,
random-32-32-20,0.8,0.1,10,40,15,RCbssEff,3.58391,1
random-32-32-20,0.8,0.1,10,40,15,RCbssBase,,
random-32-32-20,0.8,0.1,10,40,16,RCbssEff,3.69164,1
random-32-32-20,0.8,0.1,10,40,16,RCbssBase,,
random-32-32-20,0.8,0.1,10,40,17,RCbssEff,4.05927,1
random-32-32-20,0.8,0.1,10,40,17,RCbssBase,,
random-32-32-20,0.8,0.1,10,40,18,RCbssEff,3.44501,1
random-32-32-20,0.8,0.1,10,40,18,RCbssBase,,
random-32-32-20,0.8,0.1,10,40,19,RCbssEff,3.54662,1
random-32-32-20,0.8,0.1,10,40,19,RCbssBase,,
random-32-32-20,0.8,0.1,10,40,20,RCbssEff,3.54304,1
random-32-32-20,0.8,0.1,10,40,20,RCbssBase,,
random-32-32-20,0.8,0.1,10,50,1,RCbssEff,5.42355,1
random-32-32-20,0.8,0.1,10,50,1,RCbssBase,,
random-32-32-20,0.8,0.1,10,50,2,RCbssEff,6.49259,1
random-32-32-20,0.8,0.1,10,50,2,RCbssBase,,
random-32-32-20,0.8,0.1,10,50,3,RCbssEff,5.37141,1
random-32-32-20,0.8,0.1,10,50,3,RCbssBase,,
random-32-32-20,0.8,0.1,10,50,4,RCbssEff,5.77325,1
random-32-32-20,0.8,0.1,10,50,4,RCbssBase,,
random-32-32-20,0.8,0.1,10,50,5,RCbssEff,5.21085,1
random-32-32-20,0.8,0.1,10,50,5,RCbssBase,,
random-32-32-20,0.8,0.1,10,50,6,RCbssEff,5.80903,1
random-32-32-20,0.8,0.1,10,50,6,RCbssBase,,
random-32-32-20,0.8,0.1,10,50,7,RCbssEff,5.56693,1
random-32-32-20,0.8,0.1,10,50,7,RCbssBase,,
random-32-32-20,0.8,0.1,10,50,8,RCbssEff,5.21997,1
random-32-32-20,0.8,0.1,10,50,8,RCbssBase,,
random-32-32-20,0.8,0.1,10,50,9,RCbssEff,5.53728,1
random-32-32-20,0.8,0.1,10,50,9,RCbssBase,,
random-32-32-20,0.8,0.1,10,50,10,RCbssEff,5.74867,1
random-32-32-20,0.8,0.1,10,50,10,RCbssBase,,
random-32-32-20,0.8,0.1,10,50,11,RCbssEff,5.29711,1
random-32-32-20,0.8,0.1,10,50,11,RCbssBase,,
random-32-32-20,0.8,0.1,10,50,12,RCbssEff,5.66927,1
random-32-32-20,0.8,0.1,10,50,12,RCbssBase,,
random-32-32-20,0.8,0.1,10,50,13,RCbssEff,5.26162,1
random-32-32-20,0.8,0.1,10,50,13,RCbssBase,,
random-32-32-20,0.8,0.1,10,50,14,RCbssEff,5.31745,1
random-32-32-20,0.8,0.1,10,50,14,RCbssBase,,
random-32-32-20,0.8,0.1,10,50,15,RCbssEff,5.28894,1
random-32-32-20,0.8,0.1,10,50,15,RCbssBase,,
random-32-32-20,0.8,0.1,10,50,16,RCbssEff,5.39191,1
random-32-32-20,0.8,0.1,10,50,16,RCbssBase,,
random-32-32-20,0.8,0.1,10,50,17,RCbssEff,6.01578,1
random-32-32-20,0.8,0.1,10,50,17,RCbssBase,,
random-32-32-20,0.8,0.1,10,50,18,RCbssEff,5.502,1
random-32-32-20,0.8,0.1,10,50,18,RCbssBase,,
random-32-32-20,0.8,0.1,10,50,19,RCbssEff,4.86717,1
random-32-32-20,0.8,0.1,10,50,19,RCbssBase,,
random-32-32-20,0.8,0.1,10,50,20,RCbssEff,6.38948,1
random-32-32-20,0.8,0.1,10,50,20,RCbssBase,,
random-32-32-20,0.8,0.1,15,6,1,RCbssEff,0.52611,1
random-32-32-20,0.8,0.1,15,6,1,RCbssBase,,
random-32-32-20,0.8,0.1,15,6,2,RCbssEff,0.50879,1
random-32-32-20,0.8,0.1,15,6,2,RCbssBase,,
random-32-32-20,0.8,0.1,15,6,3,RCbssEff,0.50327,1
random-32-32-20,0.8,0.1,15,6,3,RCbssBase,6.98302,97
random-32-32-20,0.8,0.1,15,6,4,RCbssEff,0.51838,1
random-32-32-20,0.8,0.1,15,6,4,RCbssBase,39.37923,380
random-32-32-20,0.8,0.1,15,6,5,RCbssEff,0.65781,1
random-32-32-20,0.8,0.1,15,6,5,RCbssBase,18.45944,254
random-32-32-20,0.8,0.1,15,6,6,RCbssEff,0.51081,1
random-32-32-20,0.8,0.1,15,6,6,RCbssBase,,
random-32-32-20,0.8,0.1,15,6,7,RCbssEff,0.47386,1
random-32-32-20,0.8,0.1,15,6,7,RCbssBase,33.2638,453
random-32-32-20,0.8,0.1,15,6,8,RCbssEff,0.52652,1
random-32-32-20,0.8,0.1,15,6,8,RCbssBase,42.85815,619
random-32-32-20,0.8,0.1,15,6,9,RCbssEff,0.50601,1
random-32-32-20,0.8,0.1,15,6,9,RCbssBase,,
random-32-32-20,0.8,0.1,15,6,10,RCbssEff,0.49503,1
random-32-32-20,0.8,0.1,15,6,10,RCbssBase,,
random-32-32-20,0.8,0.1,15,6,11,RCbssEff,0.494,1
random-32-32-20,0.8,0.1,15,6,11,RCbssBase,4.40238,60
random-32-32-20,0.8,0.1,15,6,12,RCbssEff,0.52849,1
random-32-32-20,0.8,0.1,15,6,12,RCbssBase,,
random-32-32-20,0.8,0.1,15,6,13,RCbssEff,0.50146,1
random-32-32-20,0.8,0.1,15,6,13,RCbssBase,29.08922,410
random-32-32-20,0.8,0.1,15,6,14,RCbssEff,0.4852,1
random-32-32-20,0.8,0.1,15,6,14,RCbssBase,41.33661,564
random-32-32-20,0.8,0.1,15,6,15,RCbssEff,0.47267,1
random-32-32-20,0.8,0.1,15,6,15,RCbssBase,,
random-32-32-20,0.8,0.1,15,6,16,RCbssEff,1.31082,1
random-32-32-20,0.8,0.1,15,6,16,RCbssBase,,
random-32-32-20,0.8,0.1,15,6,17,RCbssEff,0.52432,1
random-32-32-20,0.8,0.1,15,6,17,RCbssBase,14.26558,188
random-32-32-20,0.8,0.1,15,6,18,RCbssEff,0.51072,1
random-32-32-20,0.8,0.1,15,6,18,RCbssBase,26.84327,331
random-32-32-20,0.8,0.1,15,6,19,RCbssEff,1.21265,1
random-32-32-20,0.8,0.1,15,6,19,RCbssBase,15.18533,97
random-32-32-20,0.8,0.1,15,6,20,RCbssEff,0.53999,1
random-32-32-20,0.8,0.1,15,6,20,RCbssBase,,
random-32-32-20,0.8,0.1,15,10,1,RCbssEff,0.76885,1
random-32-32-20,0.8,0.1,15,10,1,RCbssBase,,
random-32-32-20,0.8,0.1,15,10,2,RCbssEff,0.74351,1
random-32-32-20,0.8,0.1,15,10,2,RCbssBase,,
random-32-32-20,0.8,0.1,15,10,3,RCbssEff,0.69792,1
random-32-32-20,0.8,0.1,15,10,3,RCbssBase,,
random-32-32-20,0.8,0.1,15,10,4,RCbssEff,0.70131,1
random-32-32-20,0.8,0.1,15,10,4,RCbssBase,,
